Sample,WWTP_influence_as_tracer_mean_dist__nosed_18µm_autumn_222,WWTP_influence_as_endpoints_mean_dist__nosed_18µm_autumn_222,WWTP_influence_as_cumulated_residence__nosed_18µm_autumn_222,WWTP_influence_as_mean_time_travelled__nosed_18µm_autumn_222,WWTP_influence_as_tracer_mean_dist__nosed_18µm_allseasons_222,WWTP_influence_as_endpoints_mean_dist__nosed_18µm_allseasons_222,WWTP_influence_as_cumulated_residence__nosed_18µm_allseasons_222,WWTP_influence_as_mean_time_travelled__nosed_18µm_allseasons_222,WWTP_influence_as_tracer_mean_dist__nosed_0µm_allseasons_222_,WWTP_influence_as_endpoints_mean_dist__nosed_0µm_allseasons_222_,WWTP_influence_as_cumulated_residence__nosed_0µm_allseasons_222_,WWTP_influence_as_mean_time_travelled__nosed_0µm_allseasons_222_,WWTP_influence_as_tracer_mean_dist__sed_18µm_autumn_222,WWTP_influence_as_endpoints_mean_dist__sed_18µm_autumn_222,WWTP_influence_as_cumulated_residence__sed_18µm_autumn_222,WWTP_influence_as_mean_time_travelled__sed_18µm_autumn_222,WWTP_influence_as_tracer_mean_dist__sed_18µm_allseasons_444,WWTP_influence_as_endpoints_mean_dist__sed_18µm_allseasons_444,WWTP_influence_as_cumulated_residence__sed_18µm_allseasons_444,WWTP_influence_as_mean_time_travelled__sed_18µm_allseasons_444
20170407_R24_0cm,25547.6086178026,24512.623675223,59,258.708333333333,25789.472941909,25307.5442426403,60,264.6,24399.9681900011,22918.9295277938,312,285.393442622951,25756.0809346825,25239.4709844865,41,222.266666666667,25972.2647955918,25797.2591699656,78,250.421052631579
20170407_R25_0cm,29152.9355897367,27900.4669328535,9,221.25,29416.4955281702,28842.9273928067,19,257.363636363636,27953.5156799826,26062.2583927172,136,289.333333333333,29377.0734782226,28732.4620647547,5,217,29610.1800694663,29389.2936115524,30,247.692307692308
20170425_G1,5774.11016783929,7159.17061582728,1623,224.972222222222,5443.10021684252,6114.78980966146,3668,193.830985915493,7060.34312183009,9142.30162930412,2126,141.407407407407,5473.44295663868,6160.78257099499,1014,199.911111111111,5193.88176519644,5440.9959223831,5460,141.820143884892
20170425_G10,4273.41577848155,5669.84820444829,2401,168.606936416185,3914.62925137917,4569.37607730647,5196,172.616788321168,5488.39214456575,7587.57494320289,3034,139.561797752809,3948.34505002711,4646.83568179092,2133,128.573643410853,3647.99287273593,3877.31198084418,14268,128.5
20170425_G11,4585.27003205573,5985.16663083741,1148,189.426470588235,4236.81187071234,4901.1011974741,2416,190.017391304348,5831.16256567941,7929.15379969222,1610,154.973684210526,4267.98887956036,4968.61365310521,612,151.739583333333,3975.72434902724,4214.01144749684,7948,129.737254901961
20170425_G12,4139.28404764859,5531.63639859447,1839,170.680722891566,3770.47852686159,4421.5168372316,3994,173.53488372093,5337.08876868197,7434.90665961664,2621,147.621621621622,3809.90487850408,4507.65082782053,1451,130.918032786885,3500.63822345547,3727.35076926185,14763,124.360128617363
20170425_G13,3878.8151516648,5248.65390298459,3017,151.688963210702,3494.8519009906,4125.33641560603,5437,156.004672897196,5020.62662900385,7111.54886508662,3896,137.638497652582,3542.04225157438,4225.59623895245,3730,117.191056910569,3219.94000417944,3431.58932042368,19355,114.024017467249
20170425_G14,3241.77177641809,4536.42109823128,4853,122.525129982669,2763.56593650144,3367.72993201208,13047,130.786545924968,4229.02644781416,6298.58017137664,10942,109.6425,2903.42589762502,3570.45405769976,5152,91.7862903225806,2481.75663674647,2683.28337868662,66017,97.5321100917431
20170425_G15,3051.50532023154,4312.80863576523,4695,100.13024602026,2524.83351235946,3139.55245988966,15458,103.128919860627,3946.54584555619,6009.12702662298,12129,99.7242178447277,2728.6972633602,3404.84952223042,3557,69.391167192429,2256.83351318242,2485.2790039464,64457,83.8576309794989
20170425_G16,3127.92401924561,4417.79758917784,7434,124.841191066998,2596.76061284764,3225.94377869478,38197,134.284518828452,4067.49280886649,6139.90145157531,13801,106.568149210904,2798.72634029997,3500.55579538989,6490,83.7674418604651,2323.206318358,2562.4009542104,101129,75.4212910532276
20170425_G17,3001.30291743904,4193.58494169974,2623,124.213302752294,2479.4803105456,3065.44541967632,8784,136.715083798883,3780.8777108219,5814.93626836239,9548,112.300132802125,2705.51755986232,3346.86875541087,3817,94.8272980501393,2235.64829956009,2464.26440345167,68567,91.0663562281723
20170425_G18,2977.5367539852,4203.6938069211,4135,92.617110799439,2433.8454038574,3058.42270719369,16180,102.755244755245,3773.05750881223,5820.30373569386,12404,94.8745644599303,2681.24735602047,3364.84748203225,7473,68.9165446559297,2190.49813477642,2448.3810397696,90324,83.0702947845805
20170425_G19,3001.37144054527,4225.21379832047,5454,80.5702127659575,2452.67668843608,3098.88471608674,24851,108.482880755608,3756.8555346508,5794.11483635746,13693,87.9736526946108,2732.57952912561,3441.60454457429,5559,58.9450222882615,2238.10568904667,2535.31521488874,97982,78.7858769931663
20170425_G2,5648.96176933279,7037.59055227732,1126,222.205128205128,5326.79898033125,5995.45488335205,2731,189.574193548387,6942.80272309311,9030.12663894606,1755,136.774011299435,5347.28545377264,6032.76138895921,614,188.702127659574,5077.04269469565,5319.2358307241,8052,135.615
20170425_G20,3138.2271016753,4395.25217572522,4624,98.4230769230769,2595.98197953562,3262.3758283061,15416,95.3546666666667,3916.34644515282,5954.93255534518,12648,83.6757457846952,2876.5348502364,3619.39045328096,3546,66.8248175182482,2387.8039487208,2710.76042356397,59027,67.5714285714286
20170425_G21,3209.80611281493,4447.88456357014,4990,85.6830985915493,2679.12937770166,3344.26866511232,15967,107.998745294856,3933.33108411395,5944.87131831144,11727,88.0852904820766,2977.70179070438,3726.17873729536,3905,64.2937743190662,2498.25822454007,2840.91199550275,44106,67.9048152295633
20170425_G22,3312.0201144211,4464.52805323799,5207,69.6264900662252,2813.28829291434,3434.69750745807,15122,79.4245939675174,3895.52276525457,5833.70620436053,12061,71.3935926773455,3136.65073831181,3855.64293151512,4460,47.4579310344828,2678.4626779456,3026.34061798027,30292,51.8187919463087
20170425_G23,3200.2281598275,4394.01334564639,6045,72.4860335195531,2681.64008778941,3327.81501310316,19525,84.9492924528302,3846.13567256254,5824.75296491239,13277,79.3103850641774,2999.26419507157,3733.13100860724,4806,52.4434654919236,2527.51932162109,2875.55107440549,47301,66.2071668533035
20170425_G24,3074.84538167495,4295.14748395757,5771,93.7850318471338,2534.64939941939,3192.84108016335,24447,105.878973105134,3785.92405594958,5803.57414064672,13812,87.3997524752475,2838.81878140598,3569.04762929913,4499,64.69176882662,2351.29709055485,2682.05494801907,62987,71.7235494880546
20170425_G25,3029.23145921872,4169.00577013768,2925,96.3738317757009,2508.95468019414,3115.35231631367,14266,108.501940491591,3648.60908911388,5633.82519079136,10945,99.817617866005,2817.87047688841,3494.43984672369,2325,70.2901234567901,2343.17082243606,2648.16792837258,36199,72.0600907029479
20170425_G26,2987.33632981695,4134.62627855575,2770,112.561023622047,2466.28589883824,3050.9554649559,9476,116.052015604681,3669.00961900279,5676.55300015303,10463,104.535141800247,2733.20839161208,3378.61623998963,4839,89.7795100222717,2261.15326064721,2519.61475057448,57624,87.7256944444444
20170425_G27,3056.12246537419,4138.71304872909,2018,124.033898305085,2562.48338033249,3112.69904988775,7419,123.510666666667,3643.77997913482,5608.56805268503,8637,114.565162907268,2849.91277245975,3475.89910252053,1422,92.2131868131868,2395.27860303257,2659.22438258238,25737,88.6448484848485
20170425_G28,3398.40070893077,4307.65709950942,942,182.930402930403,2997.71454917809,3443.89408021863,2663,163.281879194631,3735.30326674402,5544.07424587894,3597,152.478108581436,3321.78633272248,3898.17149969996,570,147.412087912088,2923.16551641811,3186.15556462521,7698,100.21200750469
20170425_G29,3400.88975322525,4313.19402345695,1145,182.14367816092,2992.43208348563,3450.05305402818,2690,168.717868338558,3733.08394767633,5536.04842923414,3102,163.777056277056,3323.13968842434,3905.48498301388,701,140.890909090909,2918.81926195359,3191.73193183366,5034,127.4317617866
20170425_G3,5469.63686022124,6857.53573505741,2253,202.473684210526,5141.68638119995,5811.76220378489,4978,191.802631578947,6758.40236734845,8846.03703780098,1939,144.597014925373,5166.51052655843,5853.68259285261,1310,162.136363636364,4890.88330168487,5134.710688468,9877,140.057142857143
20170425_G30,3509.9045641002,4381.23271015506,712,190.924324324324,3121.91790378548,3553.92529734488,1710,185.447852760736,3785.64441276512,5545.33097768409,2186,175.132034632035,3456.77994356,4024.14657729388,437,152,3065.38915209952,3332.96687347483,3870,138.037735849057
20170425_G31,3504.17324140615,4376.37599980808,1036,171.582375478927,3127.31242364261,3545.72041542646,2911,157.5,3790.73580003526,5563.74601110083,4081,144.43676222597,3453.51352887705,4015.95247250176,619,137.075581395349,3070.30786427632,3325.4495843956,6633,112.093511450382
20170425_G32,4853.40459750504,5500.80996905282,1094,195.354285714286,4640.25951721297,4884.79115250736,2854,179.472668810289,4894.02272636644,6421.15712137946,3324,169.288793103448,4978.41044634625,5491.04431103047,741,156.663793103448,4711.23720097834,4929.62557832239,5954,141.422077922078
20170425_G33,5678.00266792,6215.18374271745,650,206.711764705882,5517.77300281323,5691.59154846405,1723,199.095081967213,5609.86878714057,6999.29352601732,2736,184.429213483146,5853.92429334968,6334.6926161229,474,173.911504424779,5629.16554266755,5830.35472853996,4209,155.932384341637
20170425_G34,5826.2582496963,6319.91214457309,707,229.348623853211,5679.81734571061,5831.03207274683,1599,219.912790697674,5709.56804179703,7047.28470745155,2308,208.217391304348,6019.34634463541,6486.94881711395,564,199.733333333333,5804.91885916681,6002.61995949069,6232,161.167883211679
20170425_G35,6157.86500023169,6606.23125504253,1033,209.423841059603,6027.10950526021,6154.16095291269,2581,196.657627118644,5993.13035385899,7269.74751364143,2742,199.774580335731,6364.36463063041,6812.37164798679,803,178.952380952381,6163.45462036242,6353.31914013335,5737,161.833898305085
20170425_G36,5740.54073387176,6228.95926220156,737,222.595744680851,5593.55423301612,5744.26618561398,1692,206.01775147929,5615.1702643726,6950.0338085526,2377,205.95652173913,5936.65581773654,6404.22765425234,562,188.376811594203,5720.90724438895,5920.63916319594,7071,168.724696356275
20170425_G37,5688.81056110486,6181.60622218959,751,228.781609195402,5539.76796584991,5693.51934294361,1666,204.051282051282,5567.24652227925,6908.56606291275,2363,208.03937007874,5883.7353058566,6353.37478616765,576,186.403225806452,5666.09684297708,5867.13878814494,7138,171.434426229508
20170425_G38,7261.38865652421,7441.42556225394,158,224.709090909091,7174.55470867916,7204.11310125621,382,219.308411214953,6781.62934715187,7697.33938079637,1010,213.198198198198,7490.1048739866,7801.05093754379,77,186.378378378378,7337.85648405994,7491.67791686259,1401,182.487562189055
20170425_G39,7813.64753453699,7938.84170867913,346,236.565217391304,7745.42881318457,7747.34818163864,864,222.205882352941,7278.71587265911,8094.88808164075,1621,204.759103641457,8044.0997260508,8325.094193196,200,201.192307692308,7913.61191287412,8053.31580306914,1491,179.384259259259
20170425_G4,5313.2564701423,6706.43833617799,2284,182.787878787879,4988.33867185613,5657.02740979543,4440,172.702290076336,6601.68361396521,8692.99407920066,1787,132.892561983471,5006.8785479681,5695.83565345147,2083,146.127118644068,4735.81682069629,4977.05647528375,12288,137.044843049327
20170425_G40,8108.61574052465,8213.86615514526,332,255.008620689655,8043.18901840172,8040.39093443665,1081,233.381909547739,7549.17388665995,8303.1738988497,1519,204.435897435897,8326.41379045416,8588.04039160689,179,222.585714285714,8205.09240632277,8338.07400289759,1693,185.491891891892
20170425_G41,11143.9834205842,11027.7967315093,38,301.785714285714,11158.2345488155,11059.590696109,178,267.375,10402.4147049323,10652.367454848,353,279.014285714286,11326.6723436124,11415.9355794351,185,305,11316.3792674222,11373.664038116,509,243.619047619048
20170425_G42,11544.5155634984,11362.5422903642,127,222.830188679245,11592.0422236649,11448.5199311374,265,232.929411764706,10735.0033610771,10907.5760886338,695,227.839449541284,11754.9521683418,11818.3809304382,85,190.227272727273,11771.201721131,11812.3090075727,536,212.052631578947
20170425_G43,12915.260938784,12633.616857725,130,243.648148148148,12997.4933388191,12809.0884887333,286,249.707317073171,12040.9524428445,12004.4811876842,592,245.326424870466,13121.2734184638,13113.5164722985,83,203.771428571429,13177.3753264234,13189.0688116329,1738,204.474226804124
20170425_G44,12945.7078790555,12661.8360583985,138,251.724137931034,13028.7867261033,12839.3546196965,301,256.032967032967,12069.8931792083,12029.1793601439,639,239.755102040816,13151.9569345883,13142.8113970817,123,208.162162162162,13208.8561715979,13219.9620217387,1732,203.020618556701
20170425_G45,12991.0075231353,12703.7453631397,144,248.126984126984,13075.4002728502,12884.3613525748,310,249.191489361702,12112.8432060136,12065.8706628589,666,231.597087378641,13197.7048053239,13186.5080836355,125,209.073170731707,13255.8176795743,13266.0429388753,1200,203.893617021277
20170425_G46,13921.4412306852,13571.814916944,138,271.66,14025.2280035691,13809.5931708655,309,255.301204819277,13010.5870938584,12836.8687200668,586,255.481707317073,14126.6444118836,14074.4679458635,66,234.733333333333,14205.5482483097,14199.7620010323,403,218.325581395349
20170425_G47,14032.2187609953,13674.0693103535,157,270.912280701754,14138.8690520517,13919.3151922001,337,260.191489361702,13116.2375139932,12927.6462744095,615,251.022857142857,14238.0006901436,14180.8085670399,87,237.5,14319.7562264913,14311.8436145535,415,219.070588235294
20170425_G48,14530.3075027562,14135.4949120941,123,257.490196078431,14647.8113519965,14412.7883576747,288,252.380952380952,13595.5057985442,13341.7152304484,616,244.725888324873,14736.1560653707,14656.168613503,61,221.323529411765,14829.4186992997,14812.2093432273,436,218.471264367816
20170425_G49,20319.0852096299,19549.3879814115,50,335.25,20534.928902662,20146.3216925569,75,317.421052631579,19215.2987949561,18272.8692120354,188,286.52380952381,20523.0789564779,20180.1894364834,11,227.666666666667,20719.5134665031,20602.0190594494,218,246.2
20170425_G5,4976.53407524711,6377.53898580655,2622,176.983695652174,4652.80932236812,5315.99974405829,4497,169.154385964912,6247.72852594762,8345.46853039948,2300,131.494117647059,4664.24060135634,5356.85349584352,3562,138.463235294118,4396.77705944338,4632.30154003549,11910,129.489795918367
20170425_G50,22679.7610363339,21762.3598701962,32,277.411764705882,22922.4872104463,22473.3656788536,59,262.666666666667,21518.2094973324,20311.3918440462,285,285.968,22899.7465107638,22464.4134886273,24,241.272727272727,23116.4287622601,22965.7989824236,167,219.769230769231
20170425_G51,23169.2496038268,22223.50298847,34,252.833333333333,23414.6350113085,22955.6486747717,54,253.290322580645,22002.4978122393,20740.7593110518,280,268.931034482759,23389.2962592638,22934.5562419015,25,199.055555555556,23608.1752144241,23451.0147333058,100,230.857142857143
20170425_G52,23633.4785985293,22662.0764680739,69,289.967741935484,23880.842710895,23413.160372982,91,282.72972972973,22463.3538017099,21150.0143072565,369,287.744,23853.0923763449,23380.3079871955,89,240.909090909091,24073.652097704,23910.4668394573,330,231.939393939394
20170425_G53,23623.9669505571,22653.8967201285,58,275.233333333333,23870.8207330231,23404.0740931668,74,274.888888888889,22455.1353704354,21143.0649552015,299,288.109090909091,23842.9603358104,23370.6351744066,83,233.333333333333,24063.1571149209,23900.2546862972,336,231.727272727273
20170425_G54,23653.1968179937,22685.3648098546,18,322.5,23898.3702439475,23434.0044035734,29,307.611111111111,22488.8199336478,21175.20399428,176,286.8,23870.0825756984,23398.2413441834,13,288.428571428571,24089.0468129202,23926.7757499994,75,249.809523809524
20170425_G55,24118.8690907955,23133.718890532,45,282.782608695652,24363.2166165227,23894.7357725337,56,289.655172413793,22958.5979116733,21600.0080692738,272,274.742857142857,24333.2350705958,23849.6042220516,26,242.083333333333,24551.5276323486,24386.0018402047,69,239.304347826087
20170425_G56,24767.6977127458,23758.4732207226,21,292,25011.140875221,24536.1435266504,24,298.0625,23612.561240165,22195.3394390149,199,284.418367346939,24979.3935727829,24479.9321726822,9,265,25196.8807550772,25026.804548824,49,237.571428571429
20170425_G6,4713.09261401571,6115.86534197498,1917,169.351955307263,4378.27919495673,5041.2758357599,3511,169.685714285714,5970.02786001566,8069.24403627011,2198,141.385496183206,4397.81543475852,5094.94664431348,1508,135.568181818182,4119.31605573087,4354.89224451825,11596,124.544401544402
20170425_G7,4577.45626424763,5977.70344143963,2155,171.156097560976,4240.48925754899,4897.28452596738,3575,171.231012658228,5817.27010349508,7916.90471782597,2656,138.673139158576,4260.62871559736,4955.93684164979,1463,133.830065359477,3980.18967354165,4210.59169902317,9685,125.909090909091
20170425_G8,4451.24641186386,5841.10053282501,1522,183.386904761905,4109.75039450239,4755.76595054695,2439,180.080568720379,5661.88528451403,7758.70852007854,2794,147.609442060086,4132.61995667961,4821.55524018997,931,142.231481481482,3848.31144041282,4071.20944671848,8858,125.81654676259
20170425_G9,4164.52526491748,5552.55019409978,3209,160.506493506494,3804.10636445764,4449.09471037615,5567,165.440579710145,5356.66102311836,7453.61530107285,3611,135.293413173653,3835.308382666,4526.17082009976,4947,128.07027027027,3535.28013179077,3756.43982043948,15912,125.711656441718
20170426_G57,25956.6540843895,24910.9951309039,41,296.769230769231,26197.2055207192,25712.6714323057,42,293.928571428571,24813.8316136789,23304.9602364963,183,304.869565217391,26163.2618307622,25638.7535010803,36,284.2,26378.3969593289,26201.181583609,85,271.6
20170426_G58,26276.4343803029,25216.192725611,40,286.923076923077,26518.0486346263,26027.9450621567,42,283.466666666667,25131.8661821756,23593.5318493232,164,291.338028169014,26483.366799999,25949.5317994855,36,281.6,26699.3502628018,26518.9417642413,90,265
20170426_G59,26563.0928096577,25489.6225342427,50,277.857142857143,26805.7389381889,26310.4758019979,51,284.090909090909,25416.5968178674,23851.4372347399,197,295.482352941177,26770.4355699123,26228.3009426196,35,229.583333333333,26987.2424844117,26803.9614059434,83,268.8125
20170426_G60,26924.5565436297,25835.4449486478,29,232.5,27168.1967965344,26666.8944092722,31,233.785714285714,25776.1961791648,24178.7664745963,182,283.029850746269,27132.2306517558,26580.3601652467,24,224.25,27349.8428183576,27163.2205048061,71,239.9375
20170426_G61,27667.9994775219,26522.312228229,44,304.65,27920.0698196311,27393.3559079783,45,309.52380952381,26498.7022841309,24800.0326241506,262,291.566666666667,27882.0006814481,27297.2139952165,31,253.166666666667,28106.2835538269,27907.1511655013,81,246.529411764706
20170426_G62,28198.8587187318,27017.8014709474,27,264.181818181818,28454.7917809415,27912.7514479138,32,273.153846153846,27019.6610709276,25256.4444104059,181,299.012987012987,28415.9233005621,27810.3748906527,17,259.375,28643.2326553301,28436.4776001422,77,245.705882352941
20170426_G63,28296.8001206998,27108.1242052341,24,258.846153846154,28553.634323405,28008.2270630846,30,267.333333333333,27115.2337965257,25338.7124375893,186,306.792207792208,28514.6384113171,27904.7030475946,16,253.4,28742.6493161501,28534.2797332412,71,246
20170426_G64,28388.1033718234,27192.2722631058,21,263.3,28645.7686106412,28097.2072672161,28,266.461538461538,27204.346216012,25415.3509931601,172,302.742424242424,28606.6664162061,27992.6346514426,15,259.428571428571,28835.3230586429,28625.4586339864,63,259.428571428571
20170426_G65,28721.8709118017,27503.0754411406,12,215.571428571429,28981.8583640729,28423.3432430754,19,218.888888888889,27531.9818637587,25701.0981755908,84,289.282608695652,28942.4932568229,28315.6392864916,9,212.4,29172.9437692237,28958.5043249361,40,263.466666666667
20170426_G66,28991.9520382754,27750.5543496629,9,260.166666666667,29254.532641497,28685.8145704747,17,267.555555555556,27795.1239355934,25924.1026493206,129,293.692307692308,29215.1087069742,28576.3578121239,8,261.4,29447.4975579298,29228.6994937634,35,247.357142857143
20170426_G67,29353.0505254695,28087.3104426733,15,252.7,29617.7000516874,29038.3223105698,21,265.75,28150.7884161599,26235.1403296904,92,287.237288135593,29578.3013871622,28926.6404104213,9,259.857142857143,29812.1994737418,29588.8100463234,23,255.75
20170426_G68,30895.6154012755,29556.7172056142,4,445,31166.9269993489,30553.71740447,4,445,29676.1497018783,27618.7889815515,15,375.857142857143,31128.5106149815,30441.8273314085,0,489,31367.0505012108,31130.8296925261,6,333.5
20170426_G69,29959.5392394998,28652.5494686972,5,191,30227.6796758111,29629.6674976225,10,203.714285714286,28748.1505531595,26757.1194981056,55,275.390243902439,30188.6312165725,29515.4056457665,4,195.25,30425.0057662053,30193.8484439433,13,226
20170426_G70,30302.7333255074,28977.275623359,7,329.333333333333,30572.7251220864,29965.8322676453,10,326.666666666667,29086.5507263029,27059.485512662,44,298.818181818182,30534.0451304961,29852.642958212,5,306.25,30771.6862389968,30537.4486241277,15,272.7
20170426_G71,30330.8976644017,29004.0660571317,7,329.833333333333,30601.0623916084,29993.4723927955,10,327,29114.2636078546,27084.4180299049,48,303.454545454545,30562.4279252572,29880.5435564001,4,306.25,30800.1849826909,30565.7501816008,13,290.444444444444
20170426_G72,30388.1348275366,29059.7742743276,8,329.666666666667,30658.4093004081,30050.1125976296,10,334.125,29171.2362434359,27137.7502871174,47,298.633333333333,30619.7876932379,29937.2363756801,4,306.25,30857.6212098498,30622.9489332219,12,294.75
20170426_G73,30630.6329233393,29294.0091253343,3,392.333333333333,30902.1852140614,30289.5306611049,6,342.333333333333,29410.3695737394,27358.7735822323,42,313.939393939394,30863.963043654,30178.7536722807,2,366.5,31102.6426041039,30866.8024519834,11,285.888888888889
20170426_G74,30653.1376593138,29315.3112263647,6,343.666666666667,30925.0573209727,30311.5843634234,11,338.2,29431.8758362174,27377.8609249732,52,312.282051282051,30886.9951599107,30201.6933707921,4,294.75,31125.910031297,30889.9431176216,12,297
20170426_G75,30754.3794880179,29414.1583371495,7,298.5,31027.0639714488,30412.0287932604,10,301.555555555556,29531.057069916,27472.4401950342,70,289.375,30989.3559108767,30304.1144245429,4,270.333333333333,31228.7554191646,30992.6092907677,14,281.222222222222
20170426_G76,30850.4915450325,29509.151195689,5,235,31123.4751843481,30507.7936977266,8,235.666666666667,29626.3844124895,27565.2753210368,58,294.953488372093,31085.8948053762,30400.3758848501,2,144,31325.4853135005,31089.1760347013,12,281.333333333333
20170426_G77,30794.4710135508,29454.0527311469,5,235,31067.5460167917,30452.1244418863,8,235.666666666667,29570.0832313907,27511.0550013811,61,290.363636363636,31030.053693519,30345.248922243,2,144,31269.6937519443,31033.5828810337,16,281.333333333333
20170426_G78,31060.7743623242,29720.1822644491,1,215,31335.0342548244,30718.4590724552,1,215,29833.2101718361,27775.8143351037,26,295.095238095238,31298.2407649302,30614.3515670042,1,215,31538.597210207,31302.4614134775,2,164.5
20170427_G79,28232.8872287203,27043.695344016,30,269.857142857143,28490.409367706,27944.2925247679,37,284.176470588235,27049.4516045403,25273.6411928751,197,279.775,28451.4336828122,27841.5147760393,20,247,28679.962607443,28471.4098145784,75,246.066666666667
20170427_G80,28475.5152259139,27262.2887993734,26,229.583333333333,28736.3892497473,28179.193493778,31,227.5,27283.1618361573,25466.0725626582,166,286.397260273973,28697.2013886123,28074.1908936952,50,217.142857142857,28928.2927732899,28714.8533914298,101,221.941176470588
20170427_G81,28709.8179411897,27470.8449963333,23,278.615384615385,28974.2616924927,28404.8786397588,32,291.4375,27507.8152171633,25647.0906174234,251,280.231578947368,28935.2767816853,28299.6188396149,14,254.285714285714,29168.9604553024,28950.7198226947,101,232.538461538462
20170427_G82,29019.1885168881,27773.733639224,12,246.222222222222,29282.3760345455,28711.6925620999,25,266.923076923077,27820.7236651201,25942.9512532103,140,293.986111111111,29242.986884365,28602.2601734401,7,269.4,29475.8160734177,29256.2508370659,34,242.615384615385
20170427_G83,29183.9332603154,27939.6578810331,10,255.166666666667,29445.6683824596,28876.5173550846,16,267,27989.4540299725,26110.2598091461,70,330.888888888889,29406.1202696834,28765.1737882178,9,249.8,29637.9039848745,29418.6074675859,24,256.333333333333
20170427_G84,29107.5987659404,27868.5767370108,11,259.833333333333,29368.8312630848,28801.9943646007,17,270.111111111111,27914.4465273957,26044.8164575094,66,326.515151515152,29329.3003208965,28691.1511275423,9,255.8,29560.7083422172,29342.4152388176,29,264.333333333333
20170427_G85,28816.4064126939,27598.0595592853,11,272.285714285714,29075.5362306815,28517.8039965931,13,273.888888888889,27628.8322339895,25796.6283019459,60,308.290322580645,29036.1370999853,28409.1578423931,8,274.4,29265.9502447342,29051.6780835618,39,276
20170427_G86,29022.5504367437,27805.9017983777,6,337.333333333333,29279.7918589044,28723.9674779069,11,319,27840.0119991878,26006.0452916612,49,311.285714285714,29240.4026441825,28613.7586932531,6,337.333333333333,29468.8010953744,29255.0931045833,20,298.666666666667
20170427_G87,29161.5474713251,27940.8728284814,5,352,29418.674699704,28861.4336790489,11,321.666666666667,27979.3216995663,26136.523912751,35,304.235294117647,29379.2499847484,28750.2211442725,5,352,29607.5719656494,29393.1385578234,16,283.5
20170427_G88,29536.6299016002,28316.8428039584,0,489,29791.3858983805,29235.9419650383,7,285,28360.7628648666,26512.5015905834,20,376.5,29752.0506143218,29123.1242762887,0,489,29978.5678487397,29764.7401813759,0,489
20170427_G89,29729.2910907223,28502.7062021892,0,489,29984.4040707318,29426.1905882674,0,489,28552.5694870285,26690.9518734797,21,367.111111111111,29944.9840943892,29312.2674206336,0,489,30171.7814210976,29956.673160325,0,489
20170427_G90,29765.8979622776,28538.7306025467,0,489,30020.9458457306,29462.5522309207,0,489,28589.3694234701,26726.3308889669,21,367,29981.5218265679,29348.4684171717,0,489,30208.2696370911,29993.0710559487,0,489
20170427_G91,29591.509955023,28360.4155928444,0,489,29848.2047599399,29287.3305441989,14,277,28410.5283386752,26544.0062086705,36,371.875,29808.6968990918,29173.6797085453,0,489,30036.707358534,29820.4909606463,0,489
20170427_G92,28431.3126409266,27246.0234960218,12,293.833333333333,28686.2311147865,28143.3905635767,14,286.125,27254.868158769,25480.1760361824,81,322.794871794872,28647.2941950765,28038.7478680139,7,301.6,28873.8492685199,28666.4191459692,36,278.583333333333
