IDParticles,Sample,Site_name,GPS_LON,GPS_LAT,Compartment,Contributor,Project,Particle_name,Size_1_[µm],Size_2_[µm],Size_3_[µm],Shape,Colour,Preferred_method,polymer_type,library_entry,Comment,lab_blank_ID,sample_ID,Sampling_weight_[kg],Fraction_analysed,size_geom_mean
45655_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,81.0,42.0,34.0877,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1405.0,1205,0.25,1.0,58.32666628567074
45671_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,190.0,90.0,34.4881,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,130.7669683062202
45672_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,247.0,63.0,22.7418,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,124.74373731775074
45673_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,90.0,69.0,45.2589,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,78.80355321938218
45674_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,83.0,52.0,26.124,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,65.69627082262737
45676_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,127.0,77.0,23.6341,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,98.88882646689666
45682_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,104.0,20.0,0.0,irregular,unspecific,5,Polyoxymethylene,Polyoxymethylene,,1405.0,1205,0.25,1.0,45.60701700396552
45706_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,209.0,93.0,69.4319,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,139.41664176130482
45707_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,282.0,48.0,24.4275,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,116.34431657799189
45708_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,112.0,82.0,45.695,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,95.83318840568751
45709_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,76.0,66.0,37.8106,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,70.8237248385031
45711_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,149.0,48.0,37.9332,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,84.5694980474639
45713_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,208.0,34.0,0.794527,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,84.09518416651456
45714_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,93.0,57.0,44.6578,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,72.80796659706958
45724_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,81.0,60.0,26.5649,irregular,unspecific,5,Polystyrene,Polystyrene,,1405.0,1205,0.25,1.0,69.7137002317335
45726_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,269.0,21.0,39.064,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1405.0,1205,0.25,1.0,75.15982969645421
45727_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,673.0,32.0,22.4978,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1405.0,1205,0.25,1.0,146.75149062275312
45728_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,52.0,30.0,0.0,irregular,unspecific,5,Polypropylene,PP+PB15,,1405.0,1205,0.25,1.0,39.496835316262995
45741_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,183.0,59.0,10.7055,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,103.90861369491944
45742_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,81.0,45.0,14.3977,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,60.37383539249432
45743_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,74.0,32.0,29.029,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,48.662100242385755
45745_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,114.0,82.0,21.4156,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,96.68505572217457
45747_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,169.0,53.0,11.5358,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,94.64142856064674
45748_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,182.0,172.0,19.027,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,176.92936443677178
45749_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,95.0,64.0,0.0,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,77.9743547584717
45750_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,264.0,64.0,15.3302,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,129.98461447417537
45751_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,98.0,84.0,10.7676,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,90.73036977771004
45752_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,51.0,26.0,15.2677,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,36.41428291206625
45753_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,226.0,60.0,28.9077,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,116.4474130240771
45754_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,279.0,28.0,13.2897,fibre,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,88.38551917593742
45755_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,186.0,18.0,11.7295,fibre,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,57.86190456595773
45756_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,111.0,101.0,18.0615,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,105.88200980336556
45757_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,241.0,22.0,15.3503,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephthalate),,1405.0,1205,0.25,1.0,72.81483365359011
45758_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,134.0,9.0,0.0,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephthalate),,1405.0,1205,0.25,1.0,34.72751070837067
45759_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,506.0,22.0,27.0398,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephthalate),,1405.0,1205,0.25,1.0,105.50829351287983
45761_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,883.0,52.0,34.3558,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephthalate),,1405.0,1205,0.25,1.0,214.28019040499288
45762_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,299.0,76.0,23.0449,irregular,unspecific,5,Polystyrene,Polystyrene,,1405.0,1205,0.25,1.0,150.74481748969018
45763_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,164.0,41.0,15.0303,irregular,unspecific,5,Polystyrene,Polystyrene,,1405.0,1205,0.25,1.0,82.0
45764_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,264.0,83.0,31.9605,irregular,unspecific,5,Polystyrene,Polystyrene,,1405.0,1205,0.25,1.0,148.02702455970666
45782_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,182.0,62.0,14.7946,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,106.22617379911601
45783_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,124.0,94.0,50.6754,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,107.96295661012624
45784_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,82.0,59.0,41.9138,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,69.55573304911681
45785_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,211.0,50.0,43.8246,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,102.71319292087068
45786_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,332.0,72.0,36.6492,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,154.6091847207015
45787_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,435.0,110.0,39.7475,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,218.74642854227358
45788_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,269.0,88.0,65.0291,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,153.8570765353352
45789_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,306.0,59.0,44.1413,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,134.36517405935214
45790_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,344.0,29.0,2.28076,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1405.0,1205,0.25,1.0,99.87992791347018
45791_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,371.0,21.0,93.8007,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1405.0,1205,0.25,1.0,88.26664149042944
45792_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,887.0,32.0,48.2197,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1405.0,1205,0.25,1.0,168.4755175092215
45793_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,198.0,39.0,0.0,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1405.0,1205,0.25,1.0,87.87491109526086
45794_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,82.0,61.0,23.4995,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,70.7248188403477
45795_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,87.0,65.0,0.0,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,75.1997340420829
45796_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,67.0,48.0,38.6384,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,56.7097875150313
45797_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,75.0,60.0,29.1129,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,67.08203932499369
45799_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,276.0,65.0,51.1037,irregular,unspecific,5,Polystyrene,Polystyrene,,1405.0,1205,0.25,1.0,133.94028520202576
45801_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,221.0,67.0,41.4981,irregular,unspecific,5,Polystyrene,Polystyrene,,1405.0,1205,0.25,1.0,121.68401702770993
45824_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,107.0,67.0,22.7467,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,84.66994744299774
45825_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,213.0,58.0,13.3147,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,111.14854924829204
45828_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,103.0,73.0,30.845,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,86.71216754296942
45830_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,568.0,147.0,53.2837,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,288.95674416770413
45831_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,64.0,14.0,0.0,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,29.93325909419153
45832_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,160.0,110.0,32.6629,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,132.664991614216
45834_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,86.0,64.0,17.3846,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,74.18894796396563
45836_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,85.0,29.0,13.387,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,49.64876634922564
45839_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,217.0,103.0,57.9048,irregular,unspecific,5,Polyethylene,Polyethylene,,1405.0,1205,0.25,1.0,149.5025083401613
45840_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,72.0,28.0,22.8586,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,44.8998886412873
45842_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,119.0,46.0,16.0341,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,73.98648525237566
45844_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,171.0,31.0,15.9194,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,72.80796659706958
45845_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,169.0,38.0,27.3478,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,80.1373820385967
45846_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,173.0,67.0,16.6864,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,107.66150658429409
45847_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,76.0,64.0,36.3251,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,69.74238309665078
45848_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,318.0,52.0,25.3015,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,128.59237924542808
45849_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,118.0,29.0,15.783,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,58.497863208838666
45850_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,134.0,40.0,23.4003,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,73.2120208708925
45852_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,122.0,98.0,0.0,irregular,unspecific,5,Polypropylene,Polypropylene,,1405.0,1205,0.25,1.0,109.34349546269316
45853_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,596.0,28.0,30.4791,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephthalate),,1405.0,1205,0.25,1.0,129.18204209564115
45854_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,295.0,36.0,17.1265,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephthalate),,1405.0,1205,0.25,1.0,103.05338422390601
45855_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,517.0,26.0,23.0947,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephthalate),,1405.0,1205,0.25,1.0,115.93963946813014
45856_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,448.0,27.0,118.029,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephthalate),,1405.0,1205,0.25,1.0,109.98181667894016
45859_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,76.0,29.0,19.8087,irregular,unspecific,5,Polystyrene,Polystyrene,,1405.0,1205,0.25,1.0,46.94677837722201
45860_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,96.0,25.0,13.1575,irregular,unspecific,5,Polystyrene,Polystyrene,,1405.0,1205,0.25,1.0,48.98979485566356
45861_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,207.0,77.0,0.0,irregular,unspecific,5,Polystyrene,Polystyrene,,1405.0,1205,0.25,1.0,126.24975247500488
45865_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,95.0,67.0,17.6087,irregular,unspecific,5,Polypropylene,PP+PB15,,1405.0,1205,0.25,1.0,79.78095010715278
45866_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,229.0,50.0,28.4723,irregular,yellow,5,Polypropylene,PP+PB15+PY17,,1405.0,1205,0.25,1.0,107.00467279516349
45867_0,Schlei_S15,Schlei,9.64575,54.5201,sediment,27,BONUS MICROPOLL,,278.0,73.0,29.8653,irregular,unspecific,5,Polystyrene,PS+PB15+TiO2,,1405.0,1205,0.25,1.0,142.45701105947717
45872_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,199.0,67.0,11.1085,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,115.46861045323097
45876_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,76.0,52.0,47.9027,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,62.864934582006846
45877_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,1098.0,198.0,30.5288,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,466.2660184915903
45878_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,92.0,62.0,28.8037,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,75.52483035399682
45880_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,116.0,79.0,25.9609,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,95.72878355019456
45882_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,288.0,88.0,55.9237,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,159.1979899370592
45885_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,68.0,20.0,0.0,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,36.87817782917155
45886_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,91.0,54.0,46.0697,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,70.09992867328754
45887_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,309.0,65.0,17.5041,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,141.7215579931296
45888_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,3506.0,78.0,44.2883,fibre,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,522.9416793486631
45890_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,480.0,116.0,12.7489,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,235.966099260042
45891_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,258.0,44.0,24.114,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,106.54576481493763
45893_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,244.0,30.0,16.0977,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,85.55699854482975
45894_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,95.0,25.0,10.8694,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,48.73397172404482
45896_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,272.0,44.0,14.9755,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,109.39835464941875
45897_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,1090.0,50.0,31.21,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,233.45235059857504
45916_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,186.0,66.0,25.5435,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,110.79711187571633
45917_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,53.0,45.0,34.9967,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,48.83646178829912
45918_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,80.0,18.0,23.5794,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,37.94733192202055
45919_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,357.0,23.0,27.849,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,90.61456836513652
45920_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,159.0,26.0,25.4526,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,64.29618962271404
45921_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,182.0,29.0,0.0,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,72.64984514780468
45923_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,326.0,12.0,20.006,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,62.545983084447556
45924_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,265.0,16.0,22.7925,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,65.11528238439882
45931_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,64.0,17.0,13.5178,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,32.984845004941285
45933_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,232.0,32.0,22.2015,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,86.16263691415206
45934_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,179.0,26.0,24.1915,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,68.22023160324215
45935_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,110.0,22.0,0.0,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,49.193495504995376
45936_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,280.0,69.0,23.8653,irregular,unspecific,5,Polypropylene,Polypropylene,,1404.0,1212,0.066,1.0,138.99640283115244
45941_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,81.0,43.0,24.5966,irregular,unspecific,5,Polystyrene,Polystyrene,,1404.0,1212,0.066,1.0,59.016946718718
45947_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,83.0,59.0,21.8137,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,69.97856814768362
45952_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,200.0,187.0,44.655,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,193.39079605813717
45959_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,96.0,75.0,44.0927,irregular,green,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,84.8528137423857
45960_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,70.0,27.0,0.0,irregular,unspecific,5,Polyethylene,Polyethylene,,1404.0,1212,0.066,1.0,43.474130238568314
45961_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,195.0,25.0,21.8751,fibre,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,69.82120021884471
45962_0,Schlei_S22,Schlei,9.76887,54.5601,sediment,27,BONUS MICROPOLL,,70.0,64.0,42.6169,irregular,unspecific,5,Poly (ethylene terephthalate),Poly(ethylene terephtalate),,1404.0,1212,0.066,1.0,66.93280212272605
