Sample,SAMPLE TYPE ,TEXTURAL GROUP ,SEDIMENT NAME ,MoM_ari_MEAN,MoM_ari_SORTING,MoM_ari_SKEWNESS,MoM_ari_KURTOSIS,MoM_geo_MEAN,MoM_geo_SORTING,MoM_geo_SKEWNESS,MoM_geo_KURTOSIS,MoM_log_MEAN,MoM_log_SORTING,MoM_log_SKEWNESS,MoM_log_KURTOSIS,FW_geo_MEAN,FW_geo_SORTING,FW_geo_SKEWNESS,FW_geo_KURTOSIS,FW_log_MEAN,FW_log_SORTING,FW_log_SKEWNESS,FW_log_KURTOSIS,FW_des_MEAN,FW_des_SORTING,FW_des_SKEWNESS,FW_des_KURTOSIS,MODE 1 (µm),MODE 2 (µm),MODE 3 (µm),MODE 1 (f),MODE 2 (f),MODE 3 (f),D10 (µm),D50 (µm),D90 (µm),(D90 div D10) (µm),(D90 - D10) (µm),(D75 div D25) (µm),(D75 - D25) (µm),D10 (f),D50 (f),D90 (f),(D90 div D10) (f),(D90 - D10) (f),(D75 div D25) (f),(D75 - D25) (f),perc GRAVEL,perc SAND,perc MUD,perc V COARSE GRAVEL,perc COARSE GRAVEL,perc MEDIUM GRAVEL,perc FINE GRAVEL,perc V FINE GRAVEL,perc V COARSE SAND,perc COARSE SAND,perc MEDIUM SAND,perc FINE SAND,perc V FINE SAND,perc V COARSE SILT,perc COARSE SILT,perc MEDIUM SILT,perc FINE SILT,perc V FINE SILT,perc CLAY
20170403_G43,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,21.93,27.88,2.021,6.796,10.03,3.928,-0.311,2.702,6.639,1.974,0.311,2.702,10.53,4.127,-0.041,1.067,6.57,2.045,0.041,1.067,Medium Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,8.954,43.72,92.2,6.805,4.517,3.441,1.507,10.49,63.38,42.05,61.88,6.025,21.81,3.98,6.575,9.374,2.355,5.394,1.493,2.591,0,10.2,89.8,0,0,0,0,0,0,0,0,0.8,9.4,11.4,16.6,21,17.9,10.1,12.7
20170403_G44,"Bimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,25.7,32.34,2.424,9.819,12.45,3.855,-0.609,3.55,6.328,1.947,0.609,3.55,13.63,3.819,-0.08,1.177,6.197,1.933,0.08,1.177,Medium Silt,Poorly Sorted,Symmetrical,Leptokurtic,14.28,57.84,,6.132,4.113,,2.139,13.58,67.4,31.51,65.26,5.008,24.46,3.891,6.202,8.869,2.279,4.978,1.462,2.324,0,11.4,88.6,0,0,0,0,0,0,0,0,2.5,8.9,13.1,20.5,23.3,15.2,7,9.3
20170403_G45,"Unimodal, Poorly Sorted",Mud,Coarse Silt,19.45,15.98,1.241,4.424,12.32,3.162,-1.199,4.59,6.343,1.661,1.199,4.59,13.48,2.985,-0.296,1.236,6.213,1.578,0.296,1.236,Medium Silt,Poorly Sorted,Fine Skewed,Leptokurtic,20.73,,,5.594,,,2.559,15.6,42.21,16.49,39.66,3.648,19.6,4.566,6.002,8.61,1.886,4.044,1.358,1.867,0,2.2,97.8,0,0,0,0,0,0,0,0,0,2.2,16.9,30.8,23.8,12.4,5.7,8.2
20170403_G46,"Polymodal, Very Poorly Sorted",Mud,Medium Silt,13.74,15.16,1.441,4.339,6.221,4.343,-0.487,2.286,7.329,2.119,0.487,2.286,6.007,4.748,-0.231,0.857,7.379,2.247,0.231,0.857,Fine Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,7.43,22.76,48,7.074,5.459,4.383,0.65,7.814,38.34,58.95,37.69,9.524,18.18,4.705,7,10.59,2.25,5.881,1.578,3.252,0,0.6,99.4,0,0,0,0,0,0,0,0,0,0.6,13.3,16.9,19.2,18.7,7,24.3
20170403_G47,"Unimodal, Poorly Sorted",Muddy Sand,Medium Silty Medium Sand,283.8,201.2,0.812,3.801,155.4,5.079,-1.956,6.364,2.686,2.344,1.956,6.364,177,3.981,-0.563,2.679,2.499,1.993,0.563,2.679,Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,257.2,,,1.961,,,9.678,259,560.1,57.88,550.5,2.243,210.8,0.836,1.949,6.691,8.002,5.855,1.836,1.165,0,82.8,17.2,0,0,0,0,0,0.2,13.5,39,27.2,2.9,2.4,2.5,3.4,3.4,2.2,3.2
20170403_G48,"Bimodal, Very Poorly Sorted",Sandy Mud,Fine Sandy Medium Silt,43.12,103.2,4.651,27.78,11.95,4.761,0.155,3.196,6.387,2.251,-0.155,3.196,11.67,4.723,0.038,1.253,6.421,2.24,-0.038,1.253,Medium Silt,Very Poorly Sorted,Symmetrical,Leptokurtic,10.79,177.2,,6.536,2.499,,1.613,11.41,85.8,53.2,84.19,6.064,23.99,3.543,6.453,9.276,2.618,5.733,1.508,2.6,0,12.9,87.1,0,0,0,0,0,0,1.7,2.1,5,4.1,10.5,17.3,21.1,17.1,9.3,11.8
20170403_G49,"Trimodal, Very Poorly Sorted",Mud,Medium Silt,20.1,30.81,3.454,17.46,8.376,4.165,-0.234,2.591,6.9,2.058,0.234,2.591,8.367,4.263,-0.11,0.954,6.901,2.092,0.11,0.954,Medium Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,8.157,18.88,161.4,6.939,5.729,2.633,1.116,9.163,49.56,44.39,48.45,7.335,20.43,4.335,6.77,9.807,2.262,5.472,1.532,2.875,0,6.3,93.7,0,0,0,0,0,0,0,0,2.6,3.7,12.3,17.4,18.4,17,11.4,17.2
20170403_G50,"Bimodal, Very Poorly Sorted",Mud,Medium Silt,29.81,65.92,5.486,39.93,10.61,4.231,-0.089,3.24,6.558,2.081,0.089,3.24,10.57,4.23,-0.055,1.207,6.564,2.081,0.055,1.207,Medium Silt,Very Poorly Sorted,Symmetrical,Leptokurtic,10.79,177.2,,6.536,2.499,,1.505,11.19,58.07,38.58,56.57,5.594,21.17,4.106,6.481,9.376,2.283,5.27,1.471,2.484,0,9.1,90.9,0,0,0,0,0,0,0.6,1.3,3.2,4.1,11.5,19.1,21.6,17,9.3,12.5
20170403_G51,"Bimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Coarse Silt,28.54,36.59,2.769,12.28,13.8,3.89,-0.606,3.296,6.179,1.96,0.606,3.296,14.52,3.857,-0.174,1.139,6.106,1.948,0.174,1.139,Medium Silt,Poorly Sorted,Fine Skewed,Leptokurtic,20.73,147,,5.594,2.768,,2.044,16.32,66.43,32.5,64.39,5.355,28.49,3.912,5.937,8.934,2.284,5.022,1.501,2.421,0,11.1,88.9,0,0,0,0,0,0,0,0.1,3.6,7.5,17.2,23.1,19.6,12.5,6.8,9.6
20170403_G52,"Polymodal, Very Poorly Sorted",Mud,Medium Silt,23.93,33.93,3.209,17.19,10.38,4.151,-0.357,2.73,6.59,2.054,0.357,2.73,10.7,4.239,-0.111,0.996,6.547,2.084,0.111,0.996,Medium Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,8.954,18.88,43.72,6.805,5.729,4.517,1.374,11.41,59.58,43.35,58.21,6.918,25.4,4.069,6.454,9.507,2.336,5.438,1.55,2.79,0,9.1,90.9,0,0,0,0,0,0,0,0.1,2.6,6.4,14.7,17.7,19,16.2,9.6,13.6
20170403_G53,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,24.77,26.33,1.301,3.741,12.09,3.99,-0.579,2.845,6.37,1.997,0.579,2.845,13.15,4.105,-0.125,0.95,6.249,2.037,0.125,0.95,Medium Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,69.7,10.79,17.2,3.844,6.536,5.863,1.728,13.65,68.88,39.86,67.15,7.116,31.61,3.86,6.195,9.177,2.378,5.317,1.594,2.831,0,12.7,87.3,0,0,0,0,0,0,0,0,0,12.7,16,17.6,18.8,15.1,8.6,11.1
20170403_G54,"Bimodal, Very Poorly Sorted",Mud,Medium Silt,18.97,23.03,1.872,6.177,8.802,3.952,-0.346,2.567,6.828,1.982,0.346,2.567,9.095,4.174,-0.081,0.997,6.781,2.061,0.081,0.997,Medium Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,8.954,17.2,,6.805,5.863,,1.25,9.511,53.78,43.03,52.53,6.658,20.67,4.217,6.716,9.644,2.287,5.427,1.51,2.735,0,7.5,92.5,0,0,0,0,0,0,0,0,0.1,7.4,12.3,16.5,19.6,17.8,11.1,15.3
20170403_G55,"Unimodal, Moderately Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,324.1,193.3,2.108,11.62,260.3,2.423,-3.683,23.62,1.942,1.277,3.683,23.62,287.2,1.685,0.027,1.241,1.8,0.753,-0.027,1.241,Medium Sand,Moderately Sorted,Symmetrical,Leptokurtic,257.2,,,1.961,,,156,279.6,559.2,3.586,403.3,1.858,179.4,0.839,1.838,2.681,3.197,1.842,1.655,0.894,0,96.6,3.4,0,0,0,0,0,0.9,12.7,46.6,33.8,2.6,0.8,0.5,0.5,0.4,0.4,0.9
20170403_G56,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,28.16,33.27,2.041,7.794,13.01,4.164,-0.54,2.793,6.264,2.058,0.54,2.793,13.67,4.232,-0.161,0.963,6.193,2.081,0.161,0.963,Medium Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,52.69,18.88,10.79,4.248,5.729,6.536,1.675,15.17,70.2,41.92,68.52,7.458,34.85,3.832,6.043,9.222,2.406,5.389,1.625,2.899,0,12.8,87.2,0,0,0,0,0,0,0,0,2.7,10.1,18.5,17.9,17.7,13.7,8.1,11.4
20170403_G57,"Trimodal, Very Poorly Sorted",Mud,Very Coarse Silt,20.99,21.93,1.278,3.856,10.19,4.036,-0.54,2.552,6.617,2.013,0.54,2.552,10.66,4.201,-0.182,0.892,6.552,2.071,0.182,0.892,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,52.69,20.73,10.79,4.248,5.594,6.536,1.32,12.14,55.87,42.32,54.55,7.91,28.02,4.162,6.364,9.565,2.298,5.403,1.601,2.984,0,7,93,0,0,0,0,0,0,0,0,0,7,18.7,18.1,17.2,14.7,9.9,14.4
20170403_G58,"Polymodal, Poorly Sorted",Mud,Medium Silt,11.83,11.51,1.154,3.443,6.337,3.618,-0.57,2.612,7.302,1.855,0.57,2.612,6.625,3.755,-0.198,0.898,7.238,1.909,0.198,0.898,Fine Silt,Poorly Sorted,Fine Skewed,Platykurtic,33.05,10.79,8.954,4.921,6.536,6.805,0.967,7.605,30.61,31.66,29.64,6.633,15.15,5.03,7.039,10.01,1.991,4.984,1.47,2.73,0,0,100,0,0,0,0,0,0,0,0,0,0,9.4,19.5,20.3,18.3,12.9,19.6
20170403_G59,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,37.48,47.4,1.732,5.381,15.39,4.498,-0.378,2.704,6.022,2.169,0.378,2.704,16.67,4.651,-0.015,0.949,5.907,2.218,0.015,0.949,Coarse Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,10.79,63.49,133.9,6.536,3.979,2.902,2.063,15.48,113.2,54.88,111.1,8.714,46.38,3.143,6.014,8.921,2.838,5.778,1.734,3.123,0,21.5,78.5,0,0,0,0,0,0,0,0,8.1,13.4,12.5,15.7,18.9,14.4,7.4,9.6
20170403_G60,"Unimodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Fine Sand,151.2,135,1.857,9.129,72.63,5.382,-1.448,4.44,3.783,2.428,1.448,4.44,72.37,4.89,-0.628,1.411,3.788,2.29,0.628,1.411,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,177.2,,,2.499,,,4.691,138.7,289,61.61,284.3,4.725,164.8,1.791,2.85,7.736,4.32,5.945,1.992,2.24,0,71.9,28.1,0,0,0,0,0,0.1,2.8,12.7,39.7,16.6,5.3,4.5,4.8,4.7,3.5,5.4
20170403_G61,"Polymodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Fine Silt,30.27,46.8,2.454,9.036,10.42,4.831,-0.081,2.366,6.585,2.272,0.081,2.366,10.54,5.191,0.015,0.954,6.569,2.376,-0.015,0.954,Medium Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,7.43,18.88,43.72,7.074,5.729,4.517,1.223,10.19,90.65,74.13,89.42,9.648,30.17,3.464,6.617,9.676,2.794,6.212,1.668,3.27,0,15,85,0,0,0,0,0,0,0,0.2,5.9,8.9,11.2,14.3,16.1,16.2,11.2,15.9
20170403_G63,"Bimodal, Very Poorly Sorted",Mud,Medium Silt,17.42,20.7,1.794,5.846,8.155,3.924,-0.325,2.452,6.938,1.972,0.325,2.452,8.35,4.137,-0.089,0.937,6.904,2.049,0.089,0.937,Medium Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,8.157,18.88,,6.939,5.729,,1.181,8.869,48.38,40.98,47.2,7.247,20.12,4.369,6.817,9.726,2.226,5.357,1.527,2.857,0,5.8,94.2,0,0,0,0,0,0,0,0,0,5.8,12.6,16.8,18.4,17.6,12.2,16.7
20170403_G64,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Coarse Silt,25.96,30.11,1.5,4.604,11.19,4.423,-0.391,2.346,6.482,2.145,0.391,2.346,11.68,4.668,-0.125,0.858,6.42,2.223,0.125,0.858,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,63.49,20.73,8.157,3.979,5.594,6.939,1.332,12.72,73.38,55.09,72.05,9.799,34.72,3.768,6.297,9.552,2.535,5.784,1.702,3.293,0,13.9,86.1,0,0,0,0,0,0,0,0,0.8,13.1,15.6,16,15.3,14.3,10.3,14.5
20170403_G65,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,27.86,37,2.024,7.172,10.97,4.564,-0.243,2.361,6.51,2.19,0.243,2.361,11.45,4.851,-0.033,0.895,6.448,2.278,0.033,0.895,Medium Silt,Very Poorly Sorted,Symmetrical,Platykurtic,7.43,18.88,69.7,7.074,5.729,3.844,1.337,11.23,80.8,60.44,79.46,9.629,33.39,3.63,6.476,9.547,2.63,5.917,1.688,3.267,0,15.4,84.6,0,0,0,0,0,0,0,0,3.4,12,12.7,14.6,16.2,15.9,10.7,14.4
20170403_G66,"Trimodal, Very Poorly Sorted",Mud,Very Coarse Silt,23.27,25.09,1.419,4.727,10.9,4.144,-0.469,2.385,6.519,2.051,0.469,2.385,11.36,4.313,-0.171,0.844,6.46,2.109,0.171,0.844,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,52.69,22.76,7.43,4.248,5.459,7.074,1.351,12.77,60.33,44.64,58.98,8.908,32.63,4.051,6.292,9.531,2.353,5.48,1.662,3.155,0,8.9,91.1,0,0,0,0,0,0,0,0,0.2,8.7,19.7,17,15.6,14.8,9.8,14.2
20170403_G67,"Trimodal, Poorly Sorted",Mud,Medium Silt,15.39,17.21,1.671,5.329,7.763,3.667,-0.383,2.562,7.009,1.874,0.383,2.562,7.979,3.819,-0.102,0.953,6.97,1.933,0.102,0.953,Medium Silt,Poorly Sorted,Fine Skewed,Mesokurtic,8.157,18.88,52.69,6.939,5.729,4.248,1.242,8.502,41.96,33.79,40.72,6.397,17.76,4.575,6.878,9.653,2.11,5.079,1.481,2.677,0,2.9,97.1,0,0,0,0,0,0,0,0,0,2.9,12.6,17.5,19.5,18.8,12.7,15.9
20170403_G68,"Unimodal, Poorly Sorted",Mud,Medium Silt,18.43,25.38,2.986,14.51,8.54,3.819,-0.305,2.806,6.872,1.933,0.305,2.806,8.738,3.907,-0.08,1.053,6.839,1.966,0.08,1.053,Medium Silt,Poorly Sorted,Symmetrical,Mesokurtic,8.954,,,6.805,,,1.329,9.146,47.21,35.53,45.88,5.825,18.08,4.405,6.773,9.556,2.169,5.151,1.461,2.542,0,6,94,0,0,0,0,0,0,0,0,1.1,4.9,11,17,20.9,19.1,11.5,14.4
20170403_G71,"Trimodal, Poorly Sorted",Mud,Medium Silt,20.01,21.33,1.45,4.438,10.01,3.873,-0.587,2.881,6.642,1.954,0.587,2.881,10.67,3.97,-0.146,0.983,6.55,1.989,0.146,0.983,Medium Silt,Poorly Sorted,Fine Skewed,Mesokurtic,10.79,17.2,57.84,6.536,5.863,4.113,1.46,11.5,54.16,37.1,52.7,6.484,24.12,4.207,6.442,9.42,2.239,5.213,1.525,2.697,0,6.7,93.3,0,0,0,0,0,0,0,0,0,6.7,16.1,18.7,19.5,16.4,9.8,12.9
20170403_G72,"Trimodal, Poorly Sorted",Mud,Fine Silt,15.11,17.84,1.66,5.045,7.229,3.749,-0.217,2.367,7.112,1.907,0.217,2.367,7.469,3.973,-0.023,0.911,7.065,1.99,0.023,0.911,Fine Silt,Poorly Sorted,Symmetrical,Mesokurtic,6.769,20.73,52.69,7.209,5.594,4.248,1.178,7.363,44.44,37.74,43.26,7.079,17.55,4.492,7.085,9.73,2.166,5.238,1.503,2.824,0,3.1,96.9,0,0,0,0,0,0,0,0,0,3.1,13.2,14.5,17.4,19.8,14.4,17.6
20170403_G73,"Trimodal, Poorly Sorted",Mud,Coarse Silt,20.06,19.84,1.29,4.065,10.62,3.713,-0.668,2.927,6.557,1.892,0.668,2.927,11.28,3.758,-0.196,0.959,6.47,1.91,0.196,0.959,Medium Silt,Poorly Sorted,Fine Skewed,Mesokurtic,36.28,22.76,10.79,4.786,5.459,6.536,1.603,12.68,50.51,31.51,48.9,6.296,25.33,4.307,6.301,9.285,2.156,4.978,1.525,2.654,0,4.9,95.1,0,0,0,0,0,0,0,0,0,4.9,19,20.3,19.1,15.6,9.2,11.9
20170403_G74,"Unimodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Very Fine Sand,64.97,47.98,0.398,2.364,35.62,4.383,-1.403,4.261,4.811,2.132,1.403,4.261,37.66,4.065,-0.601,1.191,4.731,2.023,0.601,1.191,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,92.2,,,3.441,,,3.29,63.37,130.4,39.63,127.1,5.033,79.62,2.939,3.98,8.248,2.806,5.309,1.7,2.331,0,50.6,49.4,0,0,0,0,0,0,0,0,12,38.6,18.4,8.4,6,5.4,4.3,6.9
20170425_G1,"Trimodal, Poorly Sorted",Mud,Fine Silt,16.02,19.22,1.802,5.955,7.682,3.722,-0.21,2.406,7.024,1.896,0.21,2.406,8.007,3.956,-0.018,0.936,6.965,1.984,0.018,0.936,Medium Silt,Poorly Sorted,Symmetrical,Mesokurtic,6.769,48,18.88,7.209,4.383,5.729,1.255,7.779,46.94,37.41,45.69,6.647,17.8,4.413,7.006,9.638,2.184,5.225,1.49,2.733,0,3.9,96.1,0,0,0,0,0,0,0,0,0,3.9,13.5,14.2,18.3,20.2,13.7,16.2
20170425_G10,"Bimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Medium Silt,30.58,31.47,1.049,2.902,14.61,4.15,-0.597,2.785,6.097,2.053,0.597,2.785,15.92,4.218,-0.12,0.867,5.973,2.077,0.12,0.867,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,76.51,10.79,,3.71,6.536,,2.016,16.11,82.25,40.8,80.23,8.699,45.98,3.604,5.955,8.954,2.485,5.35,1.731,3.121,0,20,80,0,0,0,0,0,0,0,0,0.2,19.8,15.2,15.7,18,13.9,7.6,9.7
20170425_G12,"Bimodal, Moderately Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,485,359.6,2.497,10.11,376.2,2.445,-3.303,22.77,1.411,1.29,3.303,22.77,400.3,1.732,0.094,1.2,1.321,0.793,-0.094,1.2,Medium Sand,Moderately Sorted,Symmetrical,Leptokurtic,373.6,2002.8,,1.422,-1,,211.9,392.4,799.2,3.771,587.3,1.963,273.2,0.323,1.35,2.238,6.923,1.915,2.152,0.973,0.9,96.7,2.5,0,0,0,0,0.9,5.1,25.9,51,13.6,1,0.4,0.3,0.3,0.4,0.3,0.7
20170425_G13,"Unimodal, Moderately Sorted",Sand,Moderately Sorted Medium Sand,346,200.5,0.966,3.907,265.8,2.71,-3.216,17.15,1.912,1.438,3.216,17.15,305.9,1.889,-0.09,1.326,1.709,0.918,0.09,1.326,Medium Sand,Moderately Sorted,Symmetrical,Leptokurtic,282.4,,,1.826,,,143.2,301.5,632.3,4.417,489.2,2.083,230.3,0.661,1.73,2.804,4.241,2.143,1.901,1.058,0,95.3,4.7,0,0,0,0,0,0.4,18.6,45.2,27.7,3.4,1,0.7,0.7,0.8,0.5,1.1
20170425_G14,"Trimodal, Very Poorly Sorted",Mud,Medium Silt,18.4,22.28,1.962,7.065,8.54,3.959,-0.344,2.526,6.872,1.985,0.344,2.526,8.911,4.166,-0.086,0.953,6.81,2.059,0.086,0.953,Medium Silt,Very Poorly Sorted,Symmetrical,Mesokurtic,8.157,18.88,52.69,6.939,5.729,4.248,1.216,9.245,51.1,42.03,49.89,6.99,20.74,4.29,6.757,9.684,2.257,5.393,1.523,2.805,0,5.7,94.3,0,0,0,0,0,0,0,0,0.1,5.6,14,16.2,18.9,17.7,11.6,15.8
20170425_G15,"Unimodal, Poorly Sorted",Sand,Poorly Sorted Medium Sand,370.3,194.2,0.515,3.287,280,2.974,-3.303,16.07,1.836,1.572,3.303,16.07,338,2.017,-0.271,1.753,1.565,1.012,0.271,1.753,Medium Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,340.3,,,1.557,,,156,344.9,636.3,4.08,480.3,1.985,239.4,0.652,1.536,2.681,4.11,2.028,1.94,0.989,0,94.1,5.9,0,0,0,0,0,0.1,22.6,50.6,18.6,2.3,1.2,0.9,0.8,0.9,0.7,1.4
20170425_G16,"Polymodal, Very Poorly Sorted",Muddy Sand,Very Coarse Silty Medium Sand,175,184.1,1.216,4.335,61.96,6.58,-0.805,2.693,4.013,2.718,0.805,2.693,63.79,6.443,-0.411,0.812,3.97,2.688,0.411,0.812,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Platykurtic,282.4,69.7,8.954,1.826,3.844,6.805,3.788,105.2,425.6,112.4,421.8,18.72,271.6,1.232,3.249,8.044,6.528,6.812,3.347,4.227,0,59.1,40.9,0,0,0,0,0,0.1,6.1,24.8,17.1,10.9,8.6,7.1,7.8,7.1,4.3,5.9
20170425_G17,"Polymodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,63.04,96.46,3.601,19.2,23.99,4.965,-0.547,2.925,5.381,2.312,0.547,2.925,25.05,4.775,-0.254,0.956,5.319,2.255,0.254,0.956,Coarse Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,69.7,10.79,18.88,3.844,6.536,5.729,2.612,31.91,141.7,54.24,139.1,9.338,69.05,2.819,4.97,8.581,3.044,5.761,1.873,3.223,0,32.9,67.1,0,0,0,0,0,0,1.4,2.6,8.2,20.7,17.4,12.7,13,10.2,5.7,8
20170425_G18,"Trimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,38.06,35.76,0.767,2.358,18.54,4.308,-0.793,3.044,5.753,2.107,0.793,3.044,20.02,4.184,-0.231,0.848,5.642,2.065,0.231,0.848,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,83.99,13.01,10.79,3.575,6.266,6.536,2.405,22.73,92.79,38.58,90.39,9.177,59.96,3.43,5.46,8.7,2.536,5.27,1.821,3.198,0,27.8,72.2,0,0,0,0,0,0,0,0,1,26.8,16.3,14.1,15.5,11.5,6.3,8.5
20170425_G19,"Polymodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,28.78,27.04,0.868,2.579,14.75,3.995,-0.772,3.055,6.084,1.998,0.772,3.055,16.01,3.955,-0.209,0.884,5.965,1.984,0.209,0.884,Coarse Silt,Poorly Sorted,Fine Skewed,Platykurtic,63.49,15.67,13.01,3.979,5.997,6.266,2.056,17.67,71.16,34.6,69.1,7.805,43.33,3.813,5.822,8.926,2.341,5.113,1.685,2.964,0,15.8,84.2,0,0,0,0,0,0,0,0,0,15.8,20.8,16.5,17.4,12.9,7,9.6
20170425_G2,"Polymodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,24.97,26.7,1.047,2.829,11.05,4.41,-0.428,2.263,6.5,2.141,0.428,2.263,11.7,4.661,-0.131,0.801,6.417,2.221,0.131,0.801,Medium Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,69.7,7.43,17.2,3.844,7.074,5.863,1.282,12.45,69.59,54.28,68.31,10.82,38.12,3.845,6.328,9.607,2.499,5.762,1.751,3.436,0,14.5,85.5,0,0,0,0,0,0,0,0,0,14.5,16.4,14.4,14.9,14.7,10.3,14.9
20170425_G20,"Unimodal, Moderately Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,422.2,248.8,1.488,6.679,335.3,2.456,-3.424,21.39,1.577,1.296,3.424,21.39,369,1.79,-0.096,1.247,1.438,0.84,0.096,1.247,Medium Sand,Moderately Sorted,Symmetrical,Leptokurtic,373.6,,,1.422,,,177.6,373.1,728.1,4.1,550.5,2.005,263.5,0.458,1.422,2.494,5.447,2.036,2.082,1.004,0,96.7,3.3,0,0,0,0,0,3.5,24.8,49.4,16.6,2.4,1,0.5,0.4,0.4,0.3,0.7
20170425_G21,"Bimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,29.33,26.64,0.882,2.735,15.65,3.88,-0.894,3.398,5.997,1.956,0.894,3.398,17.11,3.785,-0.246,0.938,5.869,1.92,0.246,0.938,Coarse Silt,Poorly Sorted,Fine Skewed,Mesokurtic,63.49,18.88,,3.979,5.729,,2.309,19.49,70.71,30.62,68.4,6.754,41.2,3.822,5.681,8.758,2.292,4.936,1.631,2.756,0,15,85,0,0,0,0,0,0,0,0,0,15,22.9,18,17.2,11.8,6.3,8.8
20170425_G22,"Bimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Very Fine Sand,156.4,182.3,2.622,9.885,88.73,3.641,-1.656,7.644,3.494,1.864,1.656,7.644,100.4,2.817,-0.165,2.776,3.316,1.494,0.165,2.776,Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,111.1,542.5,,3.172,0.884,,25.02,103.2,423,16.91,398,2.021,72.67,1.241,3.276,5.321,4.287,4.08,1.363,1.015,0,80,20,0,0,0,0,0,0.3,7.5,4.9,21.4,45.9,9.1,2.7,2,1.9,1.4,2.9
20170425_G23,"Unimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,50.85,35.53,0.275,2.286,29.66,4.047,-1.544,4.962,5.075,2.017,1.544,4.962,32.38,3.606,-0.624,1.163,4.949,1.85,0.624,1.163,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,69.7,,,3.844,,,3.697,52.47,97.37,26.34,93.67,4.708,60.09,3.36,4.252,8.08,2.404,4.719,1.602,2.235,0,39.3,60.7,0,0,0,0,0,0,0,0,2.1,37.2,26.5,9.7,8,6.2,3.9,6.5
20170425_G24,"Bimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,35.03,35.14,1.62,6.26,18.2,3.976,-0.959,3.893,5.78,1.991,0.959,3.893,19.88,3.746,-0.221,0.999,5.652,1.905,0.221,0.999,Coarse Silt,Poorly Sorted,Fine Skewed,Mesokurtic,63.49,17.2,,3.979,5.863,,2.986,22.02,80.31,26.89,77.32,6.338,45.67,3.638,5.505,8.387,2.305,4.749,1.634,2.664,0,19.3,80.7,0,0,0,0,0,0,0,0,2.8,16.5,21.8,18.5,17.4,10.7,4.9,7.4
