Sample,SAMPLE TYPE ,TEXTURAL GROUP ,SEDIMENT NAME ,MoM_ari_MEAN,MoM_ari_SORTING,MoM_ari_SKEWNESS,MoM_ari_KURTOSIS,MoM_geo_MEAN,MoM_geo_SORTING,MoM_geo_SKEWNESS,MoM_geo_KURTOSIS,MoM_log_MEAN,MoM_log_SORTING,MoM_log_SKEWNESS,MoM_log_KURTOSIS,FW_geo_MEAN,FW_geo_SORTING,FW_geo_SKEWNESS,FW_geo_KURTOSIS,FW_log_MEAN,FW_log_SORTING,FW_log_SKEWNESS,FW_log_KURTOSIS,FW_des_MEAN,FW_des_SORTING,FW_des_SKEWNESS,FW_des_KURTOSIS,MODE 1 (µm),MODE 2 (µm),MODE 3 (µm),MODE 1 (f),MODE 2 (f),MODE 3 (f),D10 (µm),D50 (µm),D90 (µm),(D90 div D10) (µm),(D90 - D10) (µm),(D75 div D25) (µm),(D75 - D25) (µm),D10 (f),D50 (f),D90 (f),(D90 div D10) (f),(D90 - D10) (f),(D75 div D25) (f),(D75 - D25) (f),perc GRAVEL,perc SAND,perc MUD,perc V COARSE GRAVEL,perc COARSE GRAVEL,perc MEDIUM GRAVEL,perc FINE GRAVEL,perc V FINE GRAVEL,perc V COARSE SAND,perc COARSE SAND,perc MEDIUM SAND,perc FINE SAND,perc V FINE SAND,perc V COARSE SILT,perc COARSE SILT,perc MEDIUM SILT,perc FINE SILT,perc V FINE SILT,perc CLAY
20170426_G70,"Unimodal, Well Sorted",Sand,Well Sorted Medium Sand,389.1,115.7,1.27,6.119,373,1.333,-0.14,5.013,1.423,0.414,0.14,5.013,372.4,1.308,0.062,1.027,1.425,0.388,-0.062,1.027,Medium Sand,Well Sorted,Symmetrical,Mesokurtic,373.6,,,1.422,,,268,370,531.4,1.982,263.3,1.431,133.9,0.912,1.434,1.899,2.082,0.987,1.442,0.517,0,100,0,0,0,0,0,0,0.1,13.9,80,5.6,0.4,0,0,0,0,0,0
20170426_G71,"Unimodal, Moderately Well Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Medium Sand,522.9,312.2,2.742,11.4,462.8,1.641,-1.754,33.17,1.112,0.714,1.754,33.17,452,1.498,0.246,1.348,1.146,0.583,-0.246,1.348,Medium Sand,Moderately Well Sorted,Coarse Skewed,Leptokurtic,410.1,,,1.288,,,297.2,436.6,802,2.699,504.8,1.577,204.4,0.318,1.196,1.751,5.499,1.432,1.783,0.657,0.5,99.3,0.2,0,0,0,0,0.5,6.1,28.2,62,2.9,0.1,0,0,0,0,0,0.1
20170426_G72,"Trimodal, Very Poorly Sorted",Muddy Sand,Coarse Silty Fine Sand,186.3,185.7,1.539,6.615,75.73,6.065,-1.099,3.483,3.723,2.601,1.099,3.483,85.78,5.692,-0.564,1.001,3.543,2.509,0.564,1.001,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,194.5,410.1,27.43,2.364,1.288,5.19,4.904,161.5,440.7,89.86,435.8,10.59,239.3,1.182,2.63,7.672,6.49,6.49,2.774,3.405,0,63.9,36.1,0,0,0,0,0,0.4,6.4,20.5,31.2,5.5,8,8.8,6.1,4.5,3.2,5.5
20170426_G73,"Bimodal, Poorly Sorted",Sand,Poorly Sorted Fine Sand,283.9,183.3,1.162,4.705,207.8,2.897,-2.75,13.32,2.266,1.534,2.75,13.32,241.9,2.119,-0.082,1.328,2.048,1.083,0.082,1.328,Fine Sand,Poorly Sorted,Symmetrical,Leptokurtic,177.2,410.1,,2.499,1.288,,109.8,227,521.3,4.749,411.6,2.477,233.9,0.94,2.139,3.187,3.392,2.248,1.969,1.309,0,93.8,6.2,0,0,0,0,0,0.3,11.6,33.6,41.6,6.8,1.3,1,0.9,1,0.7,1.3
20170426_G74,"Bimodal, Poorly Sorted",Slightly Gravelly Sand,Slightly Very Fine Gravelly Coarse Sand,768.7,463.5,0.617,3.192,500.1,4.113,-2.697,10.55,1,2.04,2.697,10.55,694,2.789,-0.311,2.904,0.527,1.48,0.311,2.904,Coarse Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,653.8,1661.5,,0.615,-0.731,,148,691.8,1459,9.858,1311,1.998,498.4,-0.545,0.532,2.756,-5.058,3.301,298.4,0.999,1,90.7,8.4,0,0,0,0,1,23.9,50,12.9,2.5,1.3,1.4,1.5,1.5,1.5,1,1.4
20170426_G76,"Unimodal, Moderately Sorted",Sand,Moderately Sorted Fine Sand,254,138.4,1.025,5.062,197.6,2.699,-3.341,17.38,2.339,1.432,3.341,17.38,229,1.84,-0.182,1.502,2.127,0.88,0.182,1.502,Fine Sand,Moderately Sorted,Fine Skewed,Very Leptokurtic,234.3,,,2.095,,,109.1,232,433.5,3.974,324.4,1.912,152.2,1.206,2.108,3.196,2.651,1.99,1.568,0.935,0,94.3,5.7,0,0,0,0,0,0,5.8,37.8,43.5,7.2,1.3,0.9,0.7,0.8,0.7,1.3
20170427_G79,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Very Fine Sand,93.85,58.84,0.01,2.142,56.2,4.226,-1.873,6.035,4.153,2.079,1.873,6.035,62.87,3.517,-0.66,1.713,3.992,1.814,0.66,1.713,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,133.9,,,2.902,,,5.708,98.43,169,29.61,163.3,3.005,91.55,2.564,3.345,7.453,2.906,4.888,1.554,1.587,0,68.9,31.1,0,0,0,0,0,0,0,0.1,32.5,36.4,10.3,5.1,4,3.7,2.9,5.1
20170427_G80,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Fine Sand,137.4,60.42,-0.557,2.875,104.4,2.984,-3,12.38,3.26,1.577,3,12.38,129.6,2.12,-0.553,2.7,2.948,1.084,0.553,2.7,Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,161.4,,,2.633,,,41.8,144.9,208.9,4.996,167,1.682,72.54,2.259,2.787,4.58,2.027,2.321,1.302,0.75,0,86.9,13.1,0,0,0,0,0,0,0,1.1,63.6,22.2,4.4,2.1,1.5,1.4,1.2,2.5
20170427_G81,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Very Fine Sand,76.65,50.16,0.254,2.454,46.23,4.083,-1.838,6.049,4.435,2.03,1.838,6.049,51.31,3.464,-0.607,1.658,4.285,1.792,0.607,1.658,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,101.2,,,3.306,,,5.285,76.93,143.1,27.08,137.8,3.06,74.67,2.805,3.7,7.564,2.697,4.759,1.509,1.613,0,60.9,39.1,0,0,0,0,0,0,0,0,17.3,43.6,16,6.2,4.5,4,3,5.4
20170427_G82,"Unimodal, Moderately Sorted",Sand,Moderately Sorted Medium Sand,285.2,148.1,1.112,5.036,235,2.332,-4.104,28.42,2.089,1.222,4.104,28.42,256.7,1.669,-0.054,1.12,1.962,0.739,0.054,1.12,Medium Sand,Moderately Sorted,Symmetrical,Leptokurtic,257.2,,,1.961,,,132.6,257.3,480.6,3.626,348.1,1.911,169.6,1.057,1.958,2.915,2.758,1.858,1.627,0.934,0,97.1,2.9,0,0,0,0,0,0.1,8.6,43.8,39,5.6,0.8,0.3,0.3,0.3,0.3,0.9
20170427_G83,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Fine Sand,147.1,123.1,2.966,17.92,90.7,3.897,-2.13,8.067,3.463,1.962,2.13,8.067,110.7,2.891,-0.502,2.025,3.175,1.531,0.502,2.025,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,161.4,,,2.633,,,15.8,133.4,248.2,15.7,232.4,2.459,112.7,2.011,2.906,5.983,2.976,3.973,1.542,1.298,0,79.8,20.2,0,0,0,0,0,0.1,2.4,7.2,44.4,25.7,7.2,3,2.3,2.2,1.9,3.4
20170427_G84,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Very Fine Sand,86.83,62.75,0.491,2.639,49.46,4.285,-1.656,5.481,4.337,2.099,1.656,5.481,53.5,3.773,-0.567,1.375,4.224,1.916,0.567,1.375,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,111.1,,,3.172,,,5.474,82.66,173.2,31.63,167.7,3.945,96.21,2.53,3.597,7.513,2.97,4.983,1.67,1.98,0,61.5,38.5,0,0,0,0,0,0,0,0.9,25.9,34.7,14,6.5,5.4,4.6,3,4.9
20170427_G86,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Fine Sand,151.8,71.67,-0.348,2.656,112.6,3.088,-2.836,11.47,3.15,1.627,2.836,11.47,138.6,2.249,-0.547,2.474,2.851,1.169,0.547,2.474,Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,177.2,,,2.499,,,39.33,158.4,239.9,6.099,200.5,1.811,89.9,2.06,2.658,4.668,2.266,2.609,1.37,0.857,0,86.4,13.6,0,0,0,0,0,0,0,7.4,61.8,17.2,4.6,2.2,1.5,1.5,1.2,2.4
20170427_G88,"Unimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,44.84,35.68,0.828,3.602,24.82,4.155,-1.35,4.418,5.332,2.055,1.35,4.418,27.19,3.791,-0.549,1.113,5.201,1.923,0.549,1.113,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,63.49,,,3.979,,,2.982,42.28,90.94,30.5,87.96,5.356,54.41,3.459,4.564,8.39,2.425,4.931,1.621,2.421,0,29.1,70.9,0,0,0,0,0,0,0,0,2.9,26.3,29.9,12.7,9.4,6.9,4.5,7.5
20170427_G89,"Unimodal, Poorly Sorted",Muddy Sand,Very Coarse Silty Very Fine Sand,75.06,48.77,0.291,2.524,45.81,4.029,-1.884,6.229,4.448,2.01,1.884,6.229,51.92,3.38,-0.585,1.788,4.268,1.757,0.585,1.788,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,92.2,,,3.441,,,5.351,74.28,140.3,26.22,135,2.838,69.7,2.833,3.751,7.546,2.663,4.713,1.468,1.505,0,59.6,40.4,0,0,0,0,0,0,0,0,15.9,43.7,18.1,6,4.2,3.6,2.9,5.5
20170427_G90,"Unimodal, Very Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,47.65,40.7,0.876,3.351,24.49,4.46,-1.171,3.792,5.352,2.157,1.171,3.792,26.59,4.207,-0.502,1.034,5.233,2.073,0.502,1.034,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,69.7,,,3.844,,,2.499,41.44,103.9,41.57,101.4,6.655,62.01,3.267,4.593,8.644,2.646,5.378,1.724,2.735,0,32.8,67.2,0,0,0,0,0,0,0,0,5.1,27.7,24.6,12.6,9.2,7.3,5,8.4
20170427_G91,"Unimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,49.75,41.66,0.861,3.37,26.6,4.238,-1.237,4.153,5.233,2.083,1.237,4.153,29.39,3.921,-0.491,1.04,5.089,1.971,0.491,1.04,Coarse Silt,Poorly Sorted,Very Fine Skewed,Mesokurtic,69.7,,,3.844,,,3.284,43.69,106.2,32.35,102.9,6.17,63.82,3.235,4.516,8.25,2.551,5.015,1.707,2.625,0,35.4,64.6,0,0,0,0,0,0,0,0,5.5,29.8,23.1,12.8,10.2,7.2,4.3,7
20170427_G92,"Unimodal, Poorly Sorted",Sandy Mud,Very Fine Sandy Very Coarse Silt,35.77,34.98,1.371,4.794,18.37,4.056,-0.916,3.552,5.766,2.02,0.916,3.552,19.9,3.915,-0.28,0.986,5.651,1.969,0.28,0.986,Coarse Silt,Poorly Sorted,Fine Skewed,Mesokurtic,57.84,,,4.113,,,2.596,24.08,84.65,32.61,82.05,6.651,46.18,3.562,5.376,8.59,2.411,5.027,1.651,2.734,0,19.8,80.2,0,0,0,0,0,0,0,0,2.8,17.1,23,18.2,14.7,10.4,5.7,8
20170406_R1L_4.5cm,"Unimodal, Very Poorly Sorted",Gravelly Mud,Medium Gravelly Fine Silt,264.84,1243.21,4.57,21.87,4.18,3.57,1.4,7.36,7.5,2.35,-1.69,6.46,4.19,5.39,0.14,2.69,7.9,2.43,-0.14,2.69,Fine Silt,Very Poorly Sorted,Coarse Skewed,Very Leptokurtic,7.43,,,7.07,,,1.09,4.87,10.87,10.01,9.79,3.44,5.72,6.52,7.68,9.85,1.51,3.32,1.26,1.78,5.1,2.08,92.82,0,0,4.27,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,18.69,32.24,20.51,20.55
20170406_R2_1cm,"Unimodal, Very Well Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Fine Silt,10.21,192.14,32.21,1038.23,4.22,1.23,5.41,237.1,7.88,0.38,-10.9,261.65,4.24,1.03,0,0.74,7.88,0.04,0,0.74,Fine Silt,Very Well Sorted,Symmetrical,Platykurtic,4.25,,,7.88,,,4.08,4.24,4.41,1.08,0.32,1.05,0.2,7.83,7.88,7.94,1.01,0.11,1.01,0.07,0.12,0.05,99.84,0,0,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,98.12,0.56,0.71
20170406_R3_13.5cm,"Bimodal, Very Poorly Sorted",Gravelly Mud,Medium Gravelly Mud,257.97,1228.17,4.63,22.48,3.43,4.12,1.08,5.68,7.79,2.56,-1.39,5.45,3.41,6.53,0,1.86,8.19,2.71,0,1.86,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,7.43,1.05,,7.07,9.9,,0.64,4.84,10.83,16.83,10.19,6.38,6.78,6.53,7.69,10.6,1.62,4.07,1.38,2.67,5.02,2.03,92.95,0,0,4.21,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,18.69,30.38,10.09,32.98
20170406_R4_3cm,"Unimodal, Very Well Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Fine Silt,11.42,181.25,34.14,1166.38,6.07,1.25,-1.23,165.92,7.36,0.38,-5.47,202.56,6.16,1.03,0,0.74,7.34,0.04,0,0.74,Fine Silt,Very Well Sorted,Symmetrical,Platykurtic,6.17,,,7.34,,,5.93,6.16,6.4,1.08,0.47,1.05,0.29,7.29,7.34,7.4,1.02,0.11,1.01,0.07,0.11,0.04,99.85,0,0,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.38,98.29,0.46,0.71
20170406_R5_2.5cmAV,"Unimodal, Very Poorly Sorted",Gravelly Mud,Medium Gravelly Fine Silt,262.29,1238.05,4.59,22.08,3.71,3.85,1.21,6.54,7.67,2.47,-1.52,5.94,3.69,6.1,0.1,2.39,8.08,2.61,-0.1,2.39,Very Fine Silt,Very Poorly Sorted,Coarse Skewed,Very Leptokurtic,8.16,,,6.94,,,0.8,4.51,10.86,13.62,10.06,4.26,6.06,6.52,7.79,10.29,1.58,3.77,1.3,2.09,5.12,2.06,92.82,0,0,4.3,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,17.64,29.62,18.68,26.05
20170406_R6_3cm,"Unimodal, Very Poorly Sorted",Gravelly Mud,Medium Gravelly Fine Silt,267.49,1249.89,4.54,21.6,3.7,3.91,1.21,6.39,7.67,2.5,-1.5,5.79,3.67,6.36,0.09,2.35,8.09,2.67,-0.09,2.35,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,8.16,,,6.94,,,0.78,4.6,10.91,14.05,10.13,4.52,6.24,6.52,7.76,10.33,1.58,3.81,1.31,2.18,5.24,2.1,92.66,0,0,4.4,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,18.04,29.55,17.22,27.01
20170405_R8_3.5cmAV,"Bimodal, Moderately Well Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Fine Silt,7.61,156.4,39.59,1568.64,3.39,1.55,0.23,10.39,8.2,0.66,-1.36,23.02,3.5,1.43,-0.86,0.45,8.16,0.51,0.86,0.45,Very Fine Silt,Moderately Well Sorted,Very Fine Skewed,Very Platykurtic,4.66,2.01,,7.75,8.96,,1.97,4.52,4.81,2.45,2.84,2.3,2.66,7.7,7.79,8.99,1.17,1.29,1.16,1.2,0.08,0.03,99.89,0,0,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27,61.37,30.79,7.45
20170405_R9_5cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Fine Silt,244.63,1197.04,4.78,23.83,3.53,3.78,1.23,6.73,7.77,2.43,-1.57,6.22,3.54,5.62,0.11,2.21,8.14,2.49,-0.11,2.21,Very Fine Silt,Very Poorly Sorted,Coarse Skewed,Very Leptokurtic,8.16,,,6.94,,,0.78,4.19,10.69,13.68,9.91,4.33,5.86,6.55,7.9,10.32,1.58,3.77,1.3,2.11,4.8,1.92,93.28,0,0,4.03,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,16.41,28.58,20.09,27.43
20170405_R10_2cm,"Bimodal, Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Mud,181.03,1033.97,5.65,32.96,2.68,3.67,1.26,6.79,8.27,2.33,-1.68,7.03,2.68,3.73,0.08,1.16,8.54,1.9,-0.08,1.16,Very Fine Silt,Poorly Sorted,Symmetrical,Leptokurtic,6.77,1.39,,7.21,9.5,,0.62,2.83,9.87,16.03,9.26,5.58,5.3,6.66,8.47,10.67,1.6,4,1.34,2.48,3.54,1.42,95.04,0,0,2.98,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,12.58,23.35,18.31,40.22
20170405_R12_6cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Mud,221.83,1141.94,5.05,26.48,2.92,4.16,0.85,5.89,8.08,2.54,-1.3,5.83,2.98,5.67,0.05,1.85,8.39,2.5,-0.05,1.85,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,8.16,,,6.94,,,0.52,3.61,10.44,19.9,9.91,5.3,5.81,6.58,8.12,10.9,1.66,4.31,1.34,2.4,4.36,1.74,93.9,0,0,3.66,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,14.7,25.92,19.43,33.16
20170405_R13_2cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Mud,236.4,1177.78,4.87,24.71,3.12,4.08,0.98,6.11,7.96,2.54,-1.37,5.84,3.17,5.96,0.09,2.01,8.3,2.57,-0.09,2.01,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,8.95,,,6.8,,,0.6,3.81,10.61,17.56,10,5.08,5.94,6.56,8.04,10.69,1.63,4.13,1.33,2.34,4.66,1.86,93.48,0,0,3.92,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,15.5,26.39,19.23,31.62
20170405_R14_0cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Fine Silt,252.12,1214.52,4.7,23.06,3.61,3.85,1.17,6.5,7.73,2.45,-1.51,6.03,3.6,5.81,0.08,2.25,8.12,2.54,-0.08,2.25,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,8.16,,,6.94,,,0.76,4.43,10.76,14.14,10,4.38,6.03,6.54,7.82,10.36,1.58,3.82,1.3,2.13,4.88,1.98,93.15,0,0,4.08,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,17.38,29.45,18.59,26.93
20170405_R15_3cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Fine Silt,240.52,1187.2,4.82,24.27,3.49,3.78,1.22,6.66,7.8,2.43,-1.57,6.24,3.48,5.49,0.1,2.1,8.17,2.46,-0.1,2.1,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,7.43,,,7.07,,,0.76,4.18,10.64,14.08,9.89,4.5,5.91,6.55,7.9,10.37,1.58,3.82,1.31,2.17,4.68,1.89,93.44,0,0,3.92,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,16.4,28.67,19.33,28.29
20170405_R16_0cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Fine Silt,245.04,1198.33,4.77,23.77,3.31,3.98,1.09,6.31,7.86,2.51,-1.45,5.9,3.33,6.04,0.1,2.14,8.23,2.59,-0.1,2.14,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,8.16,,,6.94,,,0.67,4.01,10.7,16.04,10.03,4.79,5.98,6.55,7.96,10.55,1.61,4,1.32,2.26,4.84,1.92,93.24,0,0,4.07,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,16.02,27.36,19.34,29.75
20170407_R18_5cm,"Trimodal, Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Very Fine Silt,181.9,1035.17,5.65,32.87,3.15,3.52,1.13,6.92,8.01,2.28,-1.64,7.12,2.93,3.98,0.02,1.65,8.42,1.99,-0.02,1.65,Very Fine Silt,Poorly Sorted,Symmetrical,Very Leptokurtic,2.92,8.16,0.6,8.42,6.94,10.71,0.59,3.4,10,16.88,9.41,3.74,5.22,6.64,8.2,10.72,1.61,4.08,1.27,1.9,3.73,1.42,94.85,0,0,3.16,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,14.98,23.75,29.82,25.73
20170407_R19_0cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Mud,221.06,1139.89,5.06,26.59,3.08,3.9,1.08,6.39,8,2.46,-1.48,6.22,3.11,5.26,0.09,1.82,8.33,2.39,-0.09,1.82,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,7.43,,,7.07,,,0.63,3.65,10.43,16.47,9.8,5.04,5.76,6.58,8.1,10.63,1.61,4.04,1.33,2.33,4.35,1.73,93.92,0,0,3.65,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,14.8,26.23,19.65,32.55
20170407_R20_0cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Mud,227.32,1155.52,4.98,25.79,3.16,3.84,1.2,6.54,7.95,2.45,-1.56,6.23,3.17,5.47,0.11,1.9,8.3,2.45,-0.11,1.9,Very Fine Silt,Very Poorly Sorted,Coarse Skewed,Very Leptokurtic,7.43,,,7.07,,,0.67,3.72,10.52,15.71,9.85,5.02,5.82,6.57,8.07,10.54,1.6,3.97,1.33,2.33,4.53,1.78,93.69,0,0,3.82,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,15.01,26.35,19.42,32.19
20170407_R21_6cm,"Unimodal, Very Poorly Sorted",Gravelly Muddy Sand,Very Fine Gravelly Coarse Silty Fine Sand,6059.19,936.88,-6.31,40.8,333.37,2.14,-6.74,48.53,1.58,1.07,6.89,50.9,346.51,8.99,0,0.74,1.53,3.17,0,0.74,Medium Sand,Very Poorly Sorted,Symmetrical,Platykurtic,6204.15,,,1.42,,,19.7,346.51,6095.87,309.48,6076.17,36.03,2022.17,-2.61,1.53,5.67,-2.17,8.27,-3.89,5.17,25.55,48.35,26.11,0,0,6.21,9.67,9.67,9.67,9.67,9.67,9.67,9.67,9.67,9.67,4.91,0.64,0.46,0.75
20170407_R22_2cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Mud,244.78,1198.23,4.77,23.78,2.97,4.29,0.93,5.79,8.01,2.63,-1.3,5.49,3.02,6.81,0.1,2.05,8.37,2.77,-0.1,2.05,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,10.79,,,6.54,,,0.53,3.67,10.71,20.29,10.19,5.61,6.1,6.54,8.09,10.89,1.66,4.34,1.35,2.49,4.94,1.92,93.14,0,0,4.17,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,15.33,25.15,18.44,33.45
20170407_R23_0.5cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Mud,221.5,1141.28,5.05,26.52,2.89,4.11,0.94,6.03,8.08,2.54,-1.36,5.91,2.95,5.68,0.08,1.83,8.41,2.51,-0.08,1.83,Very Fine Silt,Very Poorly Sorted,Symmetrical,Very Leptokurtic,8.16,,,6.94,,,0.55,3.48,10.44,19.15,9.89,5.4,5.78,6.58,8.16,10.84,1.65,4.26,1.34,2.43,4.41,1.74,93.85,0,0,3.71,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,14.41,25.18,19.38,34.19
20170407_R24_0cm,"Unimodal, Very Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Fine Silt,243.12,1193.83,4.79,23.97,3.3,3.9,1.2,6.48,7.86,2.5,-1.53,6,3.32,6.03,0.12,2.12,8.24,2.59,-0.12,2.12,Very Fine Silt,Very Poorly Sorted,Coarse Skewed,Very Leptokurtic,8.16,,,6.94,,,0.7,3.94,10.7,15.33,10,4.88,5.97,6.55,7.99,10.49,1.6,3.94,1.32,2.29,4.89,1.91,93.2,0,0,4.13,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,15.77,26.93,19.16,30.58
20170407_R25_0cm,"Bimodal, Poorly Sorted",Slightly Gravelly Mud,Slightly Medium Gravelly Mud,186.08,1047.99,5.57,32.01,2.79,3.59,1.36,7.13,8.19,2.32,-1.76,7.16,2.79,3.9,0.14,1.31,8.48,1.96,-0.14,1.31,Very Fine Silt,Poorly Sorted,Coarse Skewed,Leptokurtic,6.77,1.67,,7.21,9.23,,0.68,2.88,9.96,14.67,9.28,5.25,5.31,6.65,8.44,10.52,1.58,3.87,1.33,2.39,3.72,1.46,94.82,0,0,3.14,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,12.77,23.35,19.24,38.88
