IDParticles,Sample,Site_name,GPS_LON,GPS_LAT,Compartment,Contributor,Project,Size_1_[µm],Size_2_[µm],Shape,Colour,polymer_type,library_entry,lab_blank_ID,sample_ID,Sampling_weight_[kg],Fraction_analysed,size_geom_mean
45091_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,182.0,28.0,fibre,unspecific,Polypropylene,Polypropylene,1403.0,1217,0.25,0.25,71.386273190299
45095_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,335.0,20.0,fibre,unspecific,Polypropylene,PP+PY17,1403.0,1217,0.25,0.25,81.8535277187245
45095_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,335.0,20.0,fibre,unspecific,Polypropylene,PP+PY17,1403.0,1217,0.25,0.25,81.8535277187245
45095_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,335.0,20.0,fibre,unspecific,Polypropylene,PP+PY17,1403.0,1217,0.25,0.25,81.8535277187245
45095_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,335.0,20.0,fibre,unspecific,Polypropylene,PP+PY17,1403.0,1217,0.25,0.25,81.8535277187245
45096_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,430.0,97.0,irregular,unspecific,Poly (vinyl chloride),Poly(vinyl chloride),1403.0,1217,0.25,0.25,204.2302622042091
45096_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,430.0,97.0,irregular,unspecific,Poly (vinyl chloride),Poly(vinyl chloride),1403.0,1217,0.25,0.25,204.2302622042091
45096_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,430.0,97.0,irregular,unspecific,Poly (vinyl chloride),Poly(vinyl chloride),1403.0,1217,0.25,0.25,204.2302622042091
45096_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,430.0,97.0,irregular,unspecific,Poly (vinyl chloride),Poly(vinyl chloride),1403.0,1217,0.25,0.25,204.2302622042091
45097_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,68.0,53.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,60.03332407921454
45097_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,68.0,53.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,60.03332407921454
45097_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,68.0,53.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,60.03332407921454
45097_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,68.0,53.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,60.03332407921454
45098_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,416.0,14.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,76.31513611335565
45098_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,416.0,14.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,76.31513611335565
45098_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,416.0,14.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,76.31513611335565
45098_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,416.0,14.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,76.31513611335565
45099_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,384.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,114.2628548566856
45099_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,384.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,114.2628548566856
45099_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,384.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,114.2628548566856
45099_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,384.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,114.2628548566856
45100_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,124.0,68.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,91.82592226599198
45100_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,124.0,68.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,91.82592226599198
45100_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,124.0,68.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,91.82592226599198
45100_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,124.0,68.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,91.82592226599198
45101_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1110.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,202.65734627691145
45101_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1110.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,202.65734627691145
45101_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1110.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,202.65734627691145
45101_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1110.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,202.65734627691145
45102_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,115.0,35.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,63.4428877022476
45102_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,115.0,35.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,63.4428877022476
45102_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,115.0,35.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,63.4428877022476
45102_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,115.0,35.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,63.4428877022476
45103_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,439.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,122.1720098876989
45103_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,439.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,122.1720098876989
45103_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,439.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,122.1720098876989
45103_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,439.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,122.1720098876989
45104_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,204.0,20.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,63.874877690685246
45104_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,204.0,20.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,63.874877690685246
45104_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,204.0,20.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,63.874877690685246
45104_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,204.0,20.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,63.874877690685246
45105_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,729.0,23.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,129.48745112944343
45105_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,729.0,23.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,129.48745112944343
45105_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,729.0,23.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,129.48745112944343
45105_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,729.0,23.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,129.48745112944343
45106_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,329.0,32.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,102.60604270704528
45106_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,329.0,32.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,102.60604270704528
45106_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,329.0,32.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,102.60604270704528
45106_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,329.0,32.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,102.60604270704528
45107_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,316.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,73.29392880723478
45107_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,316.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,73.29392880723478
45107_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,316.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,73.29392880723478
45107_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,316.0,17.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,73.29392880723478
45108_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1229.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,204.41624201613726
45108_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1229.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,204.41624201613726
45108_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1229.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,204.41624201613726
45108_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1229.0,34.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,204.41624201613726
45109_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1559.0,33.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,226.8193113471602
45109_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1559.0,33.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,226.8193113471602
45109_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1559.0,33.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,226.8193113471602
45109_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1559.0,33.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,226.8193113471602
45110_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,172.0,114.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,140.02856851371436
45110_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,172.0,114.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,140.02856851371436
45110_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,172.0,114.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,140.02856851371436
45110_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,172.0,114.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,140.02856851371436
45111_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,586.0,30.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,132.58959235173776
45111_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,586.0,30.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,132.58959235173776
45111_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,586.0,30.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,132.58959235173776
45111_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,586.0,30.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,132.58959235173776
45114_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,148.0,30.0,irregular,unspecific,Polypropylene,Polypropylene,1403.0,1217,0.25,0.25,66.63332499583073
45114_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,148.0,30.0,irregular,unspecific,Polypropylene,Polypropylene,1403.0,1217,0.25,0.25,66.63332499583073
45114_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,148.0,30.0,irregular,unspecific,Polypropylene,Polypropylene,1403.0,1217,0.25,0.25,66.63332499583073
45114_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,148.0,30.0,irregular,unspecific,Polypropylene,Polypropylene,1403.0,1217,0.25,0.25,66.63332499583073
45115_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,340.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,112.16059914247963
45115_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,340.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,112.16059914247963
45115_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,340.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,112.16059914247963
45115_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,340.0,37.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,112.16059914247963
45116_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,303.0,31.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,96.91749068150702
45116_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,303.0,31.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,96.91749068150702
45116_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,303.0,31.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,96.91749068150702
45116_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,303.0,31.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,96.91749068150702
45117_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,288.0,30.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,92.951600308978
45117_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,288.0,30.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,92.951600308978
45117_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,288.0,30.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,92.951600308978
45117_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,288.0,30.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,92.951600308978
45118_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1487.0,36.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,231.36983381590608
45118_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1487.0,36.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,231.36983381590608
45118_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1487.0,36.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,231.36983381590608
45118_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1487.0,36.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,231.36983381590608
45119_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,106.0,63.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,81.71903083125741
45119_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,106.0,63.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,81.71903083125741
45119_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,106.0,63.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,81.71903083125741
45119_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,106.0,63.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,81.71903083125741
45120_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1166.0,59.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,262.2861033299325
45120_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1166.0,59.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,262.2861033299325
45120_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,1166.0,59.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,262.2861033299325
45121_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,65.0,18.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,34.20526275297414
45121_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,65.0,18.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,34.20526275297414
45121_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,65.0,18.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,34.20526275297414
45121_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,65.0,18.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,34.20526275297414
45122_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,999.0,32.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,178.79597310901607
45122_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,999.0,32.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,178.79597310901607
45122_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,999.0,32.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,178.79597310901607
45122_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,999.0,32.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,178.79597310901607
45123_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,244.0,57.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,117.93218390244455
45123_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,244.0,57.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,117.93218390244455
45123_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,244.0,57.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,117.93218390244455
45123_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,244.0,57.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,117.93218390244455
45124_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,65.0,50.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,57.0087712549569
45124_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,65.0,50.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,57.0087712549569
45124_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,65.0,50.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,57.0087712549569
45124_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,65.0,50.0,irregular,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,57.0087712549569
45125_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,170.0,21.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,59.74947698515862
45125_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,170.0,21.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,59.74947698515862
45125_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,170.0,21.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,59.74947698515862
45125_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,170.0,21.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,59.74947698515862
45126_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,517.0,22.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,106.64895686315924
45126_1,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,517.0,22.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,106.64895686315924
45126_2,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,517.0,22.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,106.64895686315924
45126_3,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,517.0,22.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,106.64895686315924
45127_0,Schlei_S27,Schlei,9.9332,54.6359,sediment,27,BONUS MICROPOLL,258.0,25.0,fibre,unspecific,Poly (ethylene terephthalate),Poly(ethylene terephtalate),1403.0,1217,0.25,0.25,80.31189202104505
